lat,lon,adpSum,onWeb,Flags,fulladdr,DETLOC,Name,Address,City,County,State,Zip,Circuit,AOR,Docket,Type,Type.Detailed,ICE.Funded,Population.Count,Date.of.Last.Use,Date.of.First.Use,FY18.Max.Population.Count,FY18.ADP,FY17.ADP,FY16.ADP,FY15.ADP,FY14.ADP,FY18.Facility.Bookins,FY17.Facility.Bookins,FY16.Facility.Bookins,FY15.Facility.Bookins,FY18.Non.Criminal,FY18.Criminal,FY17.Non.Criminal,FY17.Criminal,FY16.Non.Criminal,FY16.Criminal,FY15.Non.Criminal,FY15.Criminal,ICE.Threat.Level.1,ICE.Threat.Level.2,ICE.Threat.Level.3,No.ICE.Threat.Level,Facility.Operator,FY17.Calendar.Days.in.Use,FY17...of.Days.in.Use,FY17.Total.Mandays,FY17.Max.Pop.Count,geocodelat,geocodelon
42.5943,-87.9119,786,42.5943,,4777 88TH AVENUE KENOSHA WI 53144,KENOSWI,KENOSHA COUNTY DETENTION CENTER,4777 88TH AVENUE,KENOSHA,KENOSHA,WI,53144,7,CHI,CHI,USMS IGA,USMS IGA,Yes,142,04.11.2017,08.01.1986,155,143,173,166,130,174,529,2621,2674,1784,52,91,52,121,41,126,11,119,49,23,17,53,COUNTY (SHERIFF),372,1.02,63235,211,42.592867,-87.914943
NA,NA,778,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,9,PHO,PHO,ORR,ORR,No,231,04.11.2017,26.09.2014,232,211,220,314,33,0,233,2037,3678,364,211,0,219,0,314,0,33,0,0,0,0,211,,372,1.02,80179,433,NA,NA
NA,NA,771,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,7,CHI,CHI,ORR,ORR,No,149,04.11.2017,17.07.2012,161,155,134,170,95,217,173,858,1189,616,155,0,134,0,170,0,95,0,0,0,0,155,,372,1.02,48765,281,NA,NA
38.3063,-121.422,768,38.3063,,12500 BRUCEVILLE ROAD ELK GROVE CA 95757,RIOCCCA,RIO COSUMNES CORR. CENTER,12500 BRUCEVILLE ROAD,ELK GROVE,SACRAMENTO,CA,95757,9,SFR,SAC,IGSA,IGSA,Yes,180,04.11.2017,12.07.2013,198,170,126,136,135,201,263,1154,1007,1426,23,148,9,117,5,132,7,129,93,28,27,23,COUNTY (SHERIFF),360,0.99,46004,207,38.304983,-121.42003
NA,NA,767,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,SNA,SNA,ORR,ORR,No,102,04.11.2017,15.06.2007,120,106,123,126,155,257,133,857,1039,1089,100,7,119,4,124,2,154,2,2,1,4,100,ORR,372,1.02,44955,208,NA,NA
41.4049,-74.3595,756,41.4049,,110 WELLS FARM ROAD GOSHEN NY 10924,ORANGNY,ORANGE COUNTY JAIL,110 WELLS FARM ROAD,GOSHEN,ORANGE,NY,10924,2,NYC,VRK,IGSA,IGSA,Yes,176,04.11.2017,19.08.2008,183,172,169,172,129,114,209,589,604,566,38,134,46,123,32,140,11,118,44,32,58,38,COUNTY (CORRECTIONS),372,1.02,61821,196,41.404806,-74.357048
36.1573,-95.9993,746,36.1573,,300 NORTH DENVER AVENUE TULSA OK 74103,TULCOOK,TULSA COUNTY JAIL (DAVID L. MOSS JUSTICE CTR),300 NORTH DENVER AVENUE,TULSA,TULSA,OK,74103,10,DAL,OKC,IGSA,IGSA,Yes,182,04.11.2017,22.10.1990,206,188,169,132,122,135,264,2935,1775,1914,79,109,48,121,45,86,15,107,41,31,37,79,COUNTY (SHERIFF),372,1.02,61563,219,36.158006,-95.997731
42.3157,-85.1767,741,42.3157,,185 EAST MICHIGAN AVENUE BATTLE CREEK MI 49014,CALHOMI,CALHOUN COUNTY CORRECTIONAL CENTER,185 EAST MICHIGAN AVENUE,BATTLE CREEK,BRANCH,MI,49014,6,DET,DET,IGSA,IGSA,Yes,172,04.11.2017,25.07.1995,211,197,183,148,86,127,292,1435,899,752,83,114,74,109,61,87,16,70,55,30,29,83,COUNTY (SHERIFF),372,1.02,66758,230,42.315524,-85.176253
NA,NA,714,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,SNA,HLG,ORR,ORR,No,141,04.11.2017,23.06.2013,143,130,145,199,87,153,130,1287,2305,1133,130,0,145,0,199,0,87,0,0,0,0,130,,372,1.02,52861,262,NA,NA
33.7473,-84.3955,703,33.7473,,254 PEACHTREE STREET SOUTHWEST ATLANTA GA 30303,ATLANGA,ATLANTA CITY DETENTION CENTER,254 PEACHTREE STREET SOUTHWEST,ATLANTA,FULTON,GA,30303,11,ATL,ATL,USMS IGA,USMS IGA,Yes,240,04.11.2017,17.09.1996,356,277,257,139,16,14,579,2739,1429,437,142,136,152,106,46,94,2,13,52,36,42,147,CITY,372,1.02,93978,435,33.747549,-84.39569
39.0366,-84.7283,695,39.0366,,3020 CONRAD LANE BURLINGTON KY 41005,BOONEKY,BOONE COUNTY JAIL,3020 CONRAD LANE,BURLINGTON,BOONE,KY,41005,6,CHI,CHI,USMS IGA,USMS IGA,Yes,136,04.11.2017,15.02.1994,150,134,154,142,119,146,255,1623,1288,1170,30,104,32,121,12,130,9,110,37,37,29,30,COUNTY (JAILER),372,1.02,56080,195,39.037352,-84.723517
41.6657,-70.9949,691,41.6657,,400 FAUNCE CORNER ROAD NORTH DARTMOUTH MA 2747,BRINDMA,BRISTOL COUNTY DETENTION CENTER,400 FAUNCE CORNER ROAD,NORTH DARTMOUTH,BRISTOL,MA,2747,1,BOS,BOS,IGSA,IGSA,Yes,193,04.11.2017,19.08.1996,199,177,176,116,81,141,215,875,579,469,41,136,47,129,33,83,10,71,98,16,22,41,COUNTY (SHERIFF),372,1.02,64241,200,41.666564,-70.991261
33.065474,-111.378465,687,0,,3250 NORTH PINAL PARKWAY FLORENCE AZ 85232,FSF,FLORENCE STAGING FACILITY,3250 NORTH PINAL PARKWAY,FLORENCE,PINAL,AZ,85232,9,PHO,FLO,Other,STAGING,Yes,156,04.11.2017,21.05.1986,276,158,130,137,121,141,2774,30432,30628,28878,80,78,62,68,73,64,50,71,23,16,36,83,AKAL,372,1.02,47437,366,33.065474,-111.378465
NA,NA,629,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,9,PHO,PHO,ORR,ORR,No,157,04.11.2017,03.10.2009,157,144,147,201,108,29,166,1317,2497,1418,144,0,147,0,200,0,108,0,0,0,0,144,,372,1.02,53790,308,NA,NA
41.9305,-70.6542,618,41.9305,,26 LONG POND ROAD PLYMOUTH MA 2360,PLYMOMA,PLYMOUTH COUNTY CORRECTIONAL FACILITY,26 LONG POND ROAD,PLYMOUTH,PLYMOUTH,MA,2360,1,BOS,BOS,IGSA,IGSA,Yes,235,04.11.2017,01.04.1994,249,233,115,86,61,123,244,746,430,327,105,128,53,63,39,47,13,49,80,28,20,105,COUNTY (SHERIFF),372,1.02,42033,233,41.060721,-75.480918
NA,NA,617,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,HOU,HOU,ORR,ORR,No,36,04.11.2017,15.04.2013,36,33,95,183,92,214,35,752,1639,842,33,0,95,0,183,0,92,0,0,0,0,33,COUNTY,372,1.02,34796,228,NA,NA
NA,NA,612,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,SNA,HLG,ORR,ORR,No,109,04.11.2017,24.06.2013,112,106,108,163,89,146,112,946,1703,947,106,0,108,0,163,0,89,0,0,0,0,106,,372,1.02,39449,212,NA,NA
40.1489,-111.66,610,40.1489,,3075 NORTH MAIN STREET SPANISH FORK UT 84660,UTAHCUT,UTAH COUNTY JAIL,3075 NORTH MAIN STREET,SPANISH FORK,UTAH,UT,84660,10,SLC,SLC,IGSA,IGSA,Yes,0,06.12.2016,01.03.1993,0,0,13,215,164,218,4,278,1866,1630,0,0,2,10,48,167,18,145,0,0,0,0,COUNTY (SHERIFF),67,0.18,4698,118,40.148123,-111.656788
40.7182,-74.1286,609,40.7182,,451 DOREMUS AVENUE NEWARK NJ 7105,DHDFNJ,DELANEY HALL DETENTION FACILITY,451 DOREMUS AVENUE,NEWARK,NEWARK,NJ,7105,3,NEW,NEW,IGSA,IGSA,Yes,0,22.02.2017,29.08.2011,0,0,0,181,126,302,0,2,1190,1117,0,0,0,0,161,20,105,21,0,0,0,0,CEC,145,0.4,146,2,40.71729,-74.127757
NA,NA,592,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,SNA,HLG,ORR,ORR,No,140,04.11.2017,12.06.2013,144,130,119,173,62,108,137,1004,1753,761,129,1,119,0,173,1,61,1,1,0,0,129,,372,1.02,43574,228,NA,NA
33.7483,-117.874,584,33.7483,,62 CIVIC CENTER PLAZA SANTA ANA CA 92701,SACITCA,SANTA ANA CITY JAIL,62 CIVIC CENTER PLAZA,SANTA ANA,ORANGE,CA,92701,9,LOS,LOS,IGSA,IGSA,Yes,0,08.05.2017,12.06.1997,0,0,64,189,161,170,98,940,2886,2661,0,0,22,42,62,128,48,113,0,0,0,0,CITY,220,0.6,23180,191,33.75061,-117.86761
NA,NA,577,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,SNA,HLG,ORR,ORR,No,95,04.11.2017,16.10.1988,96,83,118,156,64,156,66,916,1477,762,83,0,118,0,156,0,64,0,0,0,0,83,ORR,372,1.02,43060,251,NA,NA
NA,NA,576,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,HOU,HOU,ORR,ORR,No,84,04.11.2017,06.12.2010,101,90,96,135,77,178,141,868,1278,562,89,1,95,0,135,0,77,0,0,0,1,89,,363,0.99,34940,259,NA,NA
32.484739,-114.683596,552,0,,406 NORTH AVENUE D SAN LUIS AZ 85349,SLRDCAZ,SAN LUIS REGIONAL DETENTION CENTER,406 NORTH AVENUE D,SAN LUIS,YUMA,AZ,85349,9,PHO,YUM,USMS IGA,USMS IGA,Yes,271,04.11.2017,28.01.2008,288,226,162,101,5,58,1606,7074,4078,326,205,21,151,12,97,4,4,1,9,7,6,205,LASALLE CORRECTIONS,327,0.9,59175,455,32.484739,-114.683596
NA,NA,546,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,9,PHO,PHO,ORR,ORR,No,115,04.11.2017,23.08.2012,117,105,88,126,123,104,107,663,1095,734,105,0,88,0,126,0,123,0,0,0,0,105,,372,1.02,32288,151,NA,NA
NA,NA,536,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,11,MIA,MIA,ORR,ORR,No,93,04.11.2017,20.06.2008,116,104,62,82,103,185,154,620,1063,767,104,0,62,0,82,0,103,0,0,0,0,104,ORR,372,1.02,22652,109,NA,NA
NA,NA,528,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,2,NYC,VRK,ORR,ORR,No,163,04.11.2017,24.05.2014,163,146,144,174,51,13,169,1288,2219,570,146,0,144,0,174,0,51,0,0,0,0,146,,372,1.02,52630,395,NA,NA
NA,NA,515,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,10,ELP,,ORR,ORR,No,0,12.07.2017,06.09.2016,0,0,489,26,0,0,45,5671,505,0,0,0,489,0,26,0,0,0,0,0,0,0,,285,0.78,178489,1784,NA,NA
39.3881,-84.5559,510,39.3881,,705 HANOVER STREET HAMILTON OH 45011,BUTLEOH,BUTLER COUNTY JAIL,705 HANOVER STREET,HAMILTON,BUTLER,OH,45011,6,DET,CLM,IGSA,IGSA,Yes,132,04.11.2017,03.10.2002,181,167,124,81,55,83,199,1037,626,584,66,101,37,87,19,62,4,51,32,32,38,66,COUNTY (SHERIFF),372,1.02,45437,178,39.38989,-84.555628
NA,NA,482,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,9,PHO,PHO,ORR,ORR,No,126,04.11.2017,06.04.1992,128,111,77,112,78,104,103,694,981,709,111,0,77,0,112,0,77,1,0,0,0,111,ORR,372,1.02,27959,141,NA,NA
NA,NA,481,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,2,NYC,VRK,ORR,ORR,No,144,04.11.2017,15.01.2005,146,110,94,120,76,81,119,455,783,556,108,1,91,3,118,1,74,2,1,0,0,108,ORR,372,1.02,34328,140,NA,NA
35.181496,-107.90851,474,0,,2000 CIBOLA LOOP MILAN NM 87021,CIBOCNM,CIBOLA COUNTY CORRECTIONAL CENTER,2000 CIBOLA LOOP,MILAN,CIBOLA,NM,87021,10,ELP,CIB,IGSA,IGSA,Yes,236,04.11.2017,27.12.2016,236,180,294,0,0,0,960,3615,0,0,123,57,197,97,0,0,0,0,21,13,24,123,CCA,285,0.78,107368,798,35.181496,-107.90851
37.269,-89.1641,464,37.269,,1026 SHAWNEE COLLEGE ROAD ULLIN IL 62992,PULASIL,PULASKI COUNTY JAIL,1026 SHAWNEE COLLEGE ROAD,ULLIN,PULASKI,IL,62992,7,CHI,CHI,IGSA,IGSA,Yes,172,04.11.2017,26.02.2016,184,171,191,102,0,0,477,2827,1709,0,48,123,48,142,31,71,0,0,52,34,36,49,COUNTY,372,1.02,69552,266,37.271969,-89.164242
NA,NA,463,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,2,NYC,VRK,ORR,ORR,No,148,04.11.2017,17.06.2012,155,126,80,116,40,101,85,601,1092,493,124,2,79,0,116,0,40,0,0,0,2,124,,372,1.02,29026,158,NA,NA
26.2966,-97.9181,459,26.2966,,1330 HIGHWAY 107 LA VILLA TX 78562,EHDLGTX,EAST HIDALGO DETENTION CENTER,1330 HIGHWAY 107,LA VILLA,HIDALGO,TX,78562,5,SNA,HLG,USMS IGA,USMS IGA,Yes,74,04.11.2017,23.03.2011,100,78,51,128,40,162,137,3208,7264,3607,68,10,39,12,111,17,30,10,5,3,2,68,GEO,370,1.01,18504,157,26.294515,-97.928756
28.8858,-97.9112,457,28.8858,,FM 1144 AT US HIGHWAY 181 KARNES CITY TX 78118,KCCDCTX,KARNES COUNTY CIVIL DETENTION CENTER,FM 1144 AT US HIGHWAY 181,KARNES CITY,KARNES,TX,78118,5,SNA,KCD,IGSA,DIGSA,Yes,0,05.08.2014,01.01.2012,0,0,0,0,0,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GEO,0,0,0,0,28.885953,-97.910733
32.801908,-115.569947,451,0,,1115 NORTH IMPERIAL AVENUE EL CENTRO CA 92243,ECC,EL CENTRO SERVICE PROCESSING CENTER,1115 NORTH IMPERIAL AVENUE,EL CENTRO,IMPERIAL,CA,92243,9,SND,ECC,SPC,SPC,Yes,0,25.09.2014,03.06.1983,0,0,0,0,0,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASSET (GUARD),0,0,0,0,32.801908,-115.569947
NA,NA,426,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,SNA,SNA,ORR,ORR,No,85,04.11.2017,05.05.2012,86,71,53,91,75,136,67,355,827,746,71,0,53,0,90,1,75,0,0,0,0,71,,372,1.02,19508,90,NA,NA
NA,NA,420,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,HOU,HOU,ORR,ORR,No,71,04.11.2017,28.04.2005,72,66,97,130,51,76,78,668,945,488,65,2,97,0,130,0,51,0,2,0,0,65,ORR,372,1.02,35396,210,NA,NA
30.1966,-84.3773,409,30.1966,,15 OAK STREET CRAWFORDVILLE FL 32327,WAKULFL,WAKULLA COUNTY JAIL,15 OAK STREET,CRAWFORDVILLE,WAKULLA,FL,32327,11,MIA,KRO,IGSA,IGSA,Yes,107,04.11.2017,06.01.1999,118,105,102,62,56,84,230,881,491,463,6,99,5,97,1,61,2,54,87,7,4,6,COUNTY (SHERIFF),372,1.02,37174,128,30.196064,-84.377121
41.128585,-80.626903,402,0,,2240 HUBBARD ROAD YOUNGSTOWN OH 44505,CCANOOH,NORTHEAST OHIO CORRECTIONAL CTR (YOUNGSTOWN CDF),2240 HUBBARD ROAD,YOUNGSTOWN,MAHONING,OH,44505,6,DET,CLE,CDF,CDF,Yes,272,04.11.2017,18.12.2016,274,246,156,0,0,0,289,978,0,0,102,144,104,52,0,0,0,0,106,15,23,102,CCA,294,0.81,56921,279,41.128585,-80.626903
NA,NA,388,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,9,PHO,PHO,ORR,ORR,No,88,04.11.2017,11.05.2012,89,86,66,94,56,86,94,534,858,524,86,0,66,0,93,0,56,0,0,0,0,86,,372,1.02,24157,104,NA,NA
36.253,-115.975,387,36.253,,2190 EAST MESQUITE AVENUE PAHRUMP NV 89060,NVSDCNV,NEVADA SOUTHERN DETENTION CENTER,2190 EAST MESQUITE AVENUE,PAHRUMP,NYE,NV,89060,9,SLC,SLC,USMS IGA,USMS IGA,Yes,145,04.11.2017,02.05.2016,165,140,173,74,0,0,181,1508,827,0,22,117,54,119,59,15,0,0,54,25,37,22,CCA,372,1.02,63052,247,36.249135,-115.997402
37.271969,-89.164242,378,0,,1026 SHAWNEE COLLEGE ROAD ULLIN IL 62992,TRICOIL,TRI-COUNTY DETENTION CENTER,1026 SHAWNEE COLLEGE ROAD,ULLIN,PULASKI,IL,62992,7,CHI,CHI,IGSA,IGSA,Yes,0,06.03.2016,28.05.1999,0,0,0,65,130,183,0,0,1057,2319,0,0,0,0,15,50,9,122,0,0,0,0,COUNTY,0,0,0,0,37.271969,-89.164242
32.888854,-112.033477,374,0,,971 N. JASON LOPEZ CIRCLE FLORENCE AZ 85132,PINALAZ,PINAL COUNTY JAIL,971 N. JASON LOPEZ CIRCLE,FLORENCE,PINAL,AZ,85132,9,PHO,FLO,IGSA,IGSA,Yes,0,27.09.2017,30.10.1992,0,0,0,0,0,374,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,COUNTY (SHERIFF),1,0,1,1,32.888854,-112.033477
NA,NA,368,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,HOU,HOU,ORR,ORR,No,62,04.11.2017,01.05.2006,70,62,62,96,57,91,65,692,1050,738,62,0,62,0,96,0,57,0,0,0,0,62,ORR,372,1.02,22606,119,NA,NA
NA,NA,356,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,ELP,EPC,ORR,ORR,No,64,04.11.2017,22.04.1996,79,70,68,86,60,72,84,684,933,903,70,0,68,1,86,0,60,0,0,0,0,70,ORR,372,1.02,24969,104,NA,NA
NA,NA,349,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,9,PHO,PHO,ORR,ORR,No,82,04.11.2017,16.05.2014,84,77,77,111,57,27,79,522,930,582,77,0,77,0,111,0,56,1,0,0,0,77,,372,1.02,28057,139,NA,NA
40.3793,-76.0195,348,40.3793,,1040 BERKS ROAD LEESPORT PA 19533,BEFAMPA,BERKS COUNTY FAMILY SHELTER,1040 BERKS ROAD,LEESPORT,BERKS,PA,19533,3,PHI,BRK,IGSA,FAMILY,Yes,67,04.11.2017,07.01.2001,71,59,65,79,80,65,45,623,429,462,58,1,65,0,79,0,80,0,0,0,1,58,COUNTY,372,1.02,23814,88,40.25332,-75.806738
42.5959,-72.6138,346,42.5959,,160 ELM STREET GREENFIELD MA 1301,GREENMA,FRANKLIN COUNTY HOUSE OF CORRECTION,160 ELM STREET,GREENFIELD,FRANKLIN,MA,1301,1,BOS,BOS,USMS IGA,USMS IGA,Yes,64,04.11.2017,23.12.1998,78,68,72,71,65,70,182,702,592,530,20,48,13,59,4,67,3,63,36,9,4,19,COUNTY (SHERIFF),372,1.02,26138,94,41.756835,-74.556964
43.646,-93.368,337,43.646,,411 SOUTH BROADWAY AVENUE ALBERT LEA MN 56007,FREEBMN,FREEBORN COUNTY ADULT DETENTION CENTER,411 SOUTH BROADWAY AVENUE,ALBERT LEA,FREEBORN,MN,56007,8,SPM,SPM,IGSA,IGSA,Yes,89,04.11.2017,15.09.1996,102,95,82,61,44,55,140,698,493,371,34,62,23,59,17,44,4,41,28,15,17,34,COUNTY (SHERIFF),372,1.02,30000,103,43.645908,-93.368695
39.1694,-76.7818,337,39.1694,,7301 WATERLOO ROAD JESSUP MD 20794,HOWARMD,HOWARD COUNTY DETENTION CENTER,7301 WATERLOO ROAD,JESSUP,HOWARD,MD,20794,4,BAL,BAL,IGSA,IGSA,Yes,93,04.11.2017,25.11.1987,95,88,69,60,49,71,113,459,440,238,27,61,18,51,29,31,10,39,32,13,16,27,COUNTY (CORRECTIONS),372,1.02,25268,96,39.168995,-76.783253
NA,NA,331,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,ELP,EPC,ORR,ORR,No,66,04.11.2017,09.01.2004,67,66,66,75,56,68,80,363,642,643,66,0,66,0,75,0,56,0,0,0,0,66,ORR,372,1.02,24216,97,NA,NA
41.0796,-83.2082,329,41.0796,,3040 SOUTH STATE HIGHWAY 100 TIFFIN OH 44883,SENECOH,SENECA COUNTY JAIL,3040 SOUTH STATE HIGHWAY 100,TIFFIN,SENECA,OH,44883,6,DET,CLE,IGSA,IGSA,Yes,80,04.11.2017,22.03.1996,95,84,71,49,45,80,93,719,430,650,64,20,39,32,18,31,5,40,5,7,9,64,COUNTY (SHERIFF),372,1.02,26042,109,41.080227,-83.153132
NA,NA,321,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,9,LOS,LOS,ORR,ORR,No,71,04.11.2017,07.07.2007,72,64,62,88,53,54,85,382,661,425,64,0,61,0,88,0,53,1,0,0,0,64,ORR,372,1.02,22512,101,NA,NA
41.2534,-95.9384,319,41.2534,,710 SOUTH 17TH ST OMAHA NE 68102,DOCORNE,DOUGLAS COUNTY DEPARTMENT OF CORRECTIONS,710 SOUTH 17TH ST,OMAHA,DOUGLAS,NE,68102,8,SPM,OMA,IGSA,IGSA,Yes,41,04.11.2017,05.03.1991,43,41,63,82,62,71,37,239,570,622,5,37,4,58,8,74,5,57,10,13,14,5,COUNTY (CORRECTIONS),372,1.02,22870,130,41.254084,-95.938243
NA,NA,312,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,4,WAS,WAS,ORR,ORR,No,80,04.11.2017,15.08.2012,96,83,70,84,31,44,100,384,598,221,83,0,70,0,84,0,31,0,0,0,0,83,,372,1.02,25666,117,NA,NA
42.9423,-82.4795,302,42.9423,,1170 MICHIGAN ROAD PORT HURON MI 48060,STCLAMI,SAINT CLAIR COUNTY JAIL,1170 MICHIGAN ROAD,PORT HURON,SAINT CLAIR,MI,48060,6,DET,DET,IGSA,IGSA,Yes,89,04.11.2017,05.09.1991,90,82,61,69,41,49,113,559,567,506,48,34,30,31,31,38,14,27,15,6,13,48,COUNTY (SHERIFF),372,1.02,22431,86,42.941496,-82.481391
NA,NA,302,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,SNA,SNA,ORR,ORR,No,47,04.11.2017,09.05.2013,51,44,55,74,63,66,47,402,687,531,44,0,55,0,74,0,63,0,0,0,0,44,COUNTY,372,1.02,20102,92,NA,NA
41.8956,-83.3933,293,41.8956,,7000 EAST DUNBAR ROAD MONROE MI 48161,MONROMI,MONROE COUNTY DETENTION-DORM,7000 EAST DUNBAR ROAD,MONROE,MONROE,MI,48161,6,DET,DET,IGSA,IGSA,Yes,54,04.11.2017,13.07.1995,82,63,64,51,43,72,107,1344,822,851,34,29,35,30,33,18,13,30,5,13,10,34,COUNTY (SHERIFF),372,1.02,23538,106,41.893372,-83.396478
NA,NA,293,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,HOU,,ORR,ORR,No,115,04.11.2017,23.04.2016,116,101,126,66,0,0,76,865,583,0,101,0,126,0,66,0,0,0,0,0,0,101,,372,1.02,45990,235,NA,NA
NA,NA,292,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,SNA,HLG,ORR,ORR,No,50,04.11.2017,27.06.2013,50,46,57,81,43,65,52,342,705,434,46,0,57,0,81,0,43,0,0,0,0,46,,372,1.02,20855,100,NA,NA
43.2187,-70.9351,283,43.2187,,266 COUNTY FARM ROAD DOVER NH 3820,STRAFNH,STRAFFORD COUNTY CORRECTIONS,266 COUNTY FARM ROAD,DOVER,STRAFFORD,NH,3820,1,BOS,BOS,IGSA,IGSA,Yes,56,04.11.2017,11.02.1991,87,65,95,67,29,27,175,888,471,517,20,45,33,62,24,43,10,18,27,8,9,20,COUNTY (CORRECTIONS),372,1.02,34578,130,43.218476,-70.940417
24.576051,-81.749543,274,0,,5501 COLLEGE ROAD KEY WEST FL 33040,MONROFL,MONROE COUNTY DETENTION CENTER,5501 COLLEGE ROAD,KEY WEST,MONROE,FL,33040,11,MIA,KRO,IGSA,IGSA,Yes,69,04.11.2017,20.09.1995,71,61,58,52,46,57,78,482,385,283,4,57,7,51,3,49,3,43,37,8,10,5,COUNTY (SHERIFF),345,0.95,21205,74,24.576051,-81.749543
NA,NA,273,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,11,MIA,MIA,ORR,ORR,No,63,04.11.2017,28.11.1985,66,64,37,43,52,77,103,307,497,452,64,0,37,0,43,0,52,0,0,0,0,64,ORR,372,1.02,13333,72,NA,NA
38.366841,-96.539009,267,0,,301 SOUTH WALNUT STREET COTTONWOOD FALLS KS 66845,CHASEKS,CHASE COUNTY DETENTION FACILITY,301 SOUTH WALNUT STREET,COTTONWOOD FALLS,CHASE,KS,66845,10,CHI,WIC,IGSA,IGSA,Yes,77,04.11.2017,25.07.1994,96,86,63,44,32,42,112,655,444,353,29,57,17,46,9,35,2,30,20,17,20,29,COUNTY (SHERIFF),372,1.02,22960,115,38.366841,-96.539009
NA,NA,264,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,HOU,HOU,ORR,ORR,No,61,04.11.2017,19.06.2012,61,58,52,66,37,51,66,336,468,298,58,0,52,0,66,0,36,0,0,0,0,58,,372,1.02,18975,100,NA,NA
NA,NA,262,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,9,LOS,LOS,ORR,ORR,No,53,04.11.2017,16.03.2011,54,52,50,53,52,55,44,74,53,51,52,0,50,0,51,2,50,2,0,0,0,52,,372,1.02,18327,58,NA,NA
NA,NA,258,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,9,PHO,,ORR,ORR,No,32,04.11.2017,23.04.2016,33,14,140,104,0,0,47,1126,1064,0,14,0,140,0,104,0,0,0,0,0,0,14,,372,1.02,51218,291,NA,NA
