script_id,imdb_character_name,words,gender,age
2244,smith,1290,m,33
2254,brad,1093,m,24
2254,brian,1060,m,54
2254,cindy,664,f,26
2254,dean,1686,m,37
2254,jim,183,m,47
2254,joe adler,516,m,60
2254,joel,5903,m,40
2254,mary,428,f,60
2254,nathan,972,m,47
2254,rory,420,m,28
2254,step,676,m,39
2254,suzie,1070,f,36
2254,willie,378,m,37
2259,charlie,162,m,49
2259,earl,143,m,46
2259,frank baker,6705,m,48
2259,jack baker,3383,m,40
2259,lloyd,180,m,34
2259,monica moran,191,f,31
2259,nina,342,f,12
2259,susie diamond,2274,f,31
2259,vince nancy,138,m,41
2263,adelle,304,f,52
2263,alan mintz,1148,m,52
2263,annie campbell,704,f,6
2263,arnie,1654,m,35
2263,big ed,510,m,67
2263,bill,134,m,41
2263,cash,1896,m,36
2263,cnbc reporter,764,f,NULL
2263,evelyn thompson,548,f,34
2263,frank the secur,144,m,48
2263,jack campbell,14214,m,36
2263,kate reynolds,5702,f,34
2263,kenny,102,m,26
2263,lorraine,120,f,62
2263,paula,274,f,26
2263,peter lassiter,498,m,66
2263,sam wong,116,m,30
2263,sydney potter  ,234,m,61
2263,tommy,188,m,NULL
2263,tony the doorma,156,m,NULL
2265,alicia masters,316,f,28
2265,ben grimm,2522,m,42
2265,compound doctor,258,m,44
2265,debbie mcilvane,132,f,36
2265,jimmy o'hooliha,106,m,50
2265,johnny storm,2298,m,24
2265,leonard,418,m,29
2265,ned cecil,362,m,49
2265,reed richards,4372,m,32
2265,sexy nurse,106,f,27
2265,sue storm,3046,f,24
2265,victor von doom,3598,m,37
2265,x games announc,154,m,29
2266,ash,1233,m,29
2266,badger,779,m,59
2266,franklin bean,845,m,69
2266,kristofferson,477,m,37
2266,kylie,863,m,NULL
2266,mole,148,m,NULL
2266,mr. fox,7005,m,48
2266,mrs. fox,864,f,60
2266,petey,241,m,46
2266,rat,653,m,54
2266,weasel,198,m,40
2267,airport lot att,120,m,NULL
2267,car salesman,744,m,NULL
2267,carl showalter,2616,m,39
2267,customer,424,m,NULL
2267,gaear grimsrud,194,m,43
2267,hooker #1,122,f,NULL
2267,jean lundegaard,164,f,41
2267,jerry lundegaar,4070,m,46
2267,lou,480,m,NULL
2267,marge gunderson,4200,f,39
2267,mike yanagita,878,m,NULL
2267,norm gunderson,350,m,33
2267,shep proudfoot,144,m,34
2267,stan grossman,444,m,48
2267,state trooper,126,m,NULL
2267,wade gustafson,1304,m,63
2273,arch,682,m,51
2273,bailiff,294,m,29
2273,court clerk,208,m,29
2273,frank kelbo,1162,m,38
2273,jeff,496,m,NULL
2273,judge skanky,254,m,73
2273,lana ravine,2474,f,43
2273,lana's prosecut,138,f,NULL
2273,laura lincolnbe,2250,f,28
2273,lola cain,2832,f,34
2273,max shady,106,m,40
2273,ned ravine,8940,m,44
2273,reporter,110,m,25
2273,sportscaster,372,m,58
2275,dr. maria,191,f,NULL
2275,dr. simmons,211,m,59
2275,frannie,1409,f,47
2275,gus,5806,m,20
2275,hazel,7848,f,23
2275,isaac,1097,m,20
2275,lidewij,333,f,32
2275,michael,652,m,45
2275,minister,198,m,NULL
2275,patrick,351,m,36
2275,waiter,119,m,56
2275,young girl (ali,250,f,NULL
2276,alice the maid,302,f,38
2276,car rental agen,110,m,NULL
2276,desk clerk at m,798,f,69
2276,dr gonzo,7234,m,31
2276,hoodlum,330,m,52
2276,lacerda,258,m,34
2276,lucy,118,f,18
2276,magazine report,242,m,47
2276,raoul duke,14490,m,35
2276,uniformed dwarf,132,m,NULL
2276,voice of drug f,188,m,NULL
2276,waitress at nor,164,f,44
2282,annie kinsella,2397,f,39
2282,annie's mother,287,f,79
2282,archie graham,244,m,26
2282,Dr. Archibald ',1002,m,76
2282,irate mother,125,m,NULL
2282,john kinsella,109,m,30
2282,karin kinsella,614,f,7
2282,mark,876,m,32
2282,policeman,104,m,NULL
2282,ray kinsella,7633,m,34
2282,shoeless joe ja,813,m,35
2282,terence mann,2563,m,58
2282,the man,146,m,NULL
2282,whitehaired man,105,m,NULL
2289,alice ward,2099,f,50
2289,charlene flemin,1645,f,36
2289,dicky eklund,5566,m,36
2289,george ward,259,m,61
2289,lou gold,148,m,52
2289,mickey o'keefe,715,m,NULL
2289,micky ward,3417,m,39
2289,mike toma,156,m,63
2294,clear rivers,1515,f,27
2294,dano,174,m,24
2294,detective suby,187,m,46
2294,er nurse,101,f,NULL
2294,eugene dix,365,m,45
2294,frankie,132,m,22
2294,isabella hudson,236,f,31
2294,kat,432,f,32
2294,kimberly corman,2306,f,25
2294,mr. gibbons,179,m,NULL
2294,nora carpenter,247,f,38
2294,rory,471,m,25
2294,shaina,131,f,23
2294,thomas burke,1221,m,31
2294,tim carpenter,112,m,17
2296,anchor,136,m,35
2296,bloat,502,m,43
2296,bruce,558,m,69
2296,chum,252,m,58
2296,coral,256,f,43
2296,crush,544,m,38
2296,darla,104,f,NULL
2296,deb,240,f,43
2296,dentist,644,m,63
2296,dory,3540,f,45
2296,gill,1552,m,48
2296,gurgle,386,m,63
2296,marlin,6660,m,56
2296,mr. ray,586,m,42
2296,nemo,1300,m,9
2296,nigel,852,m,52
2296,peach,564,f,44
2296,squirt,184,m,9
2296,tad,102,m,12
2299,dale arden,756,f,25
2299,dr. hans zarkov,795,m,45
2299,flash gordon,1578,m,26
2299,hedonia,115,f,NULL
2299,klytus,207,m,47
2299,prince barin,401,m,34
2299,prince vultan,277,m,44
2299,princess aura,873,f,25
2299,the emperor min,784,m,51
2303,charlie anderso,1343,m,56
2303,ellen block,1150,f,52
2303,fran,268,m,45
2303,gaunt young man,482,m,34
2303,harling mays,892,m,60
2303,hugh lang,1150,m,48
2303,ken evans,789,m,37
2303,kip,235,m,43
2303,margaret thomas,444,f,53
2303,nicole,1235,f,35
2303,ntsb officer at,116,m,52
2303,piers morgan,135,m,47
2303,reporter #7,106,f,NULL
2303,whip whitaker,4993,m,58
2303,will,116,m,18
2311,angela (segment,872,f,32
2311,athena (segment,1618,f,30
2311,betty,2040,f,35
2311,chester (segmen,4130,m,32
2311,elspeth (segmen,934,f,37
2311,"eva (segment ""t",1378,f,25
2311,jezebel (segmen,620,f,31
2311,juancho (segmen,160,m,9
2311,"kiva (segment """,526,f,20
2311,"leo (segment ""t",730,m,40
2311,long hair yuppi,148,m,38
2311,margaret,306,f,31
2311,norman (segment,464,m,36
2311,raven (segment ,546,f,28
2311,sarah (segment ,1108,f,11
2311,sigfried (segme,3050,m,53
2311,ted the bellhop,7426,m,34
2311,"wife (segment """,154,f,29
2313,brandon,196,m,NULL
2313,David Schultz,1991,m,47
2313,fight manager,142,m,NULL
2313,john du pont,2328,m,52
2313,mark schultz,2653,m,34
2313,stan beck,747,m,NULL
2314,bailiff,120,m,NULL
2314,da joe lobruto,1198,m,58
2314,jennifer crawfo,262,f,42
2314,judge robinson,276,f,49
2314,messenger,286,m,55
2314,nikki gardner,2600,f,28
2314,norman foster,446,m,37
2314,resident,474,f,NULL
2314,ted crawford,4752,m,70
2314,willy beachum,13874,m,27
2316,no escape' dir,154,m,NULL
2316,alma styles,374,f,64
2316,bob barnes,422,m,47
2316,clifford odets,438,m,35
2316,dick steele,642,m,38
2316,dr. symington,1018,m,46
2316,drama teacher,266,f,46
2316,ernest farmer,1326,m,64
2316,frances farmer,12254,f,33
2316,harold clurman,102,m,45
2316,harry york,3394,m,39
2316,hitchhiker,102,m,35
2316,judge hillier,706,m,59
2316,lillian farmer,3084,f,57
2316,martoni kaminsk,150,m,NULL
2316,motorcycle cop,164,m,NULL
2316,mr. bebe,678,m,56
2316,ralph edwards,442,m,41
2316,"reports, public",278,m,53
2316,seattle reporte,324,m,27
2316,sentencing judg,404,m,59
2316,studio lawyer,162,m,NULL
2325,bill freeburg,150,m,20
2325,carlos,819,m,NULL
2325,charlie linderm,656,m,19
2325,Deputy Scott St,306,m,37
2325,dr. campbell,415,m,52
2325,freddy krueger,446,m,56
2325,gibb,313,f,22
2325,kia waterson,726,f,22
2325,lori campbell,1777,f,24
2325,mrs. pamela voo,185,f,62
2325,sheriff william,297,m,51
2325,trey,128,m,22
2325,will rollins,1378,m,23
2328,alain charnier,1204,m,54
2328,auctioneer,240,m,57
2328,buddy russo,2292,m,39
2328,devereaux,542,m,40
2328,jimmy doyle,3306,m,41
2328,la valle,772,m,28
2328,marie charnier,342,f,NULL
2328,mulderig,604,m,50
2328,mutchie,698,m,NULL
2328,pierre nicoli,172,m,43
2328,police mechanic,154,m,NULL
2328,sal boca,666,m,35
2328,simonson,686,m,41
2328,weinstock,364,m,65
2331,commander butch,248,m,NULL
2331,daryl simpson,124,m,47
2331,frank sullivan,4216,m,46
2331,gordo hersch,604,m,35
2331,gordy jr. (10 y,126,m,12
2331,graham 'gib' gi,172,m,27
2331,john sullivan,5308,m,32
2331,johnny sullivan,104,m,10
2331,julia 'jules' s,906,f,30
2331,mrs. finelli,132,f,67
2331,samantha thomas,116,f,30
2331,satch deleon,1384,m,38
2334,alice,603,f,25
2334,annie,155,f,19
2334,bill,403,m,22
2334,brenda,193,f,22
2334,jack,272,m,22
2334,marcie,467,f,26
2334,mrs. voorhees,221,f,54
2334,ned,466,m,NULL
2334,steve christy,433,m,35
2337,amy,1905,f,22
2337,billy,468,m,NULL
2337,charley brewste,5283,m,22
2337,club bouncer,264,m,NULL
2337,donny,284,m,NULL
2337,ed,1835,m,22
2337,jerry,2265,m,35
2337,judy,947,f,NULL
2337,miss nina,130,f,NULL
2337,newscaster #1,110,f,59
2337,peter vincent,3517,m,40
2338,fbi agent stanl,308,m,61
2338,frost,518,m,58
2338,jacob fuller,3716,m,57
2338,kate fuller,966,f,23
2338,newscaster kell,840,f,34
2338,"pete bottoms, l",540,m,37
2338,razor charlie,142,m,52
2338,richard gecko,2094,m,33
2338,santanico pande,210,f,30
2338,scott fuller,812,m,NULL
2338,seth gecko,8974,m,35
2338,sex machine,520,m,50
2338,texas ranger ea,592,m,56
2343,anna,2397,f,27
2343,duke,370,m,NULL
2343,elsa,525,f,36
2343,hans,794,m,43
2343,king,126,m,NULL
2343,kristoff,1445,m,NULL
2343,oaken,194,m,NULL
2343,olaf,946,m,46
2344,bernie littlewo,666,m,NULL
2344,billy three riv,400,m,NULL
2344,guy versailles,282,m,NULL
2344,jacques bruno,246,m,53
2344,jimmy,290,m,NULL
2344,lila littlewolf,3164,f,26
2344,ray eddy,6352,f,48
2344,ricky,226,m,NULL
2344,rosalie,168,f,NULL
2344,t.j.,2024,m,18
2344,velma - ticket ,200,f,NULL
2346,brandon,277,m,NULL
2346,cato,290,m,NULL
2346,chantay,152,f,NULL
2346,emi,118,m,NULL
2346,grandma bonnie,128,f,NULL
2346,katie,215,f,28
2346,lead surgeon,172,m,NULL
2346,marcus,148,m,NULL
2346,officer caruso,232,m,39
2346,oscar grant,2686,m,26
2346,peter,303,m,NULL
2346,sophina,1086,f,29
2346,tatiana,245,f,NULL
2346,wanda,1129,f,43
2347,biggs,478,m,30
2347,bones roosevelt,106,m,56
2347,clearing office,126,m,52
2347,copeland,200,m,NULL
2347,cosmo renfro,880,m,42
2347,detective kelly,220,m,NULL
2347,doctor kathy wa,352,f,33
2347,dr. anne eastma,408,f,33
2347,dr. charles nic,1050,m,49
2347,dr. lentz,134,m,NULL
2347,dr. richard kim,3182,m,51
2347,head illinois s,164,m,NULL
2347,helen kimble,260,f,37
2347,host,160,m,58
2347,judge bennett,200,m,52
2347,marshal stevens,134,m,NULL
2347,newman,510,m,30
2347,old guard,154,m,45
2347,poole,330,f,43
2347,prosecutor,312,m,33
2347,resident,110,m,33
2347,samuel gerard,3476,m,47
2347,sheriff rawlins,284,m,34
2347,surgeon,104,m,NULL
2347,sykes,448,m,47
2347,walter gutherie,458,m,68
2350,animal mother,740,m,25
2350,crazy earl,208,m,NULL
2350,da nang hooker,102,f,26
2350,doc jay,148,m,NULL
2350,donlon,130,m,NULL
2350,doorgunner,134,m,36
2350,eightball,456,m,37
2350,gny. sgt. hartm,4862,m,43
2350,lt. lockhart,842,m,37
2350,lt. touchdown,222,m,41
2350,murphy,178,m,59
2350,payback,274,m,28
2350,poge colonel,236,m,57
2350,pvt. cowboy,1728,m,33
2350,pvt. j.t. 'joke,2690,m,28
2350,pvt. leonard 'g,678,m,28
2350,rafterman,490,m,NULL
2350,t.h.e. rock,108,m,33
2352,boyfriend of ta,106,m,29
2352,chuck,470,m,40
2352,clarke,3004,m,41
2352,comedy & magic ,272,m,50
2352,daisy danby,688,f,25
2352,emcee at improv,242,m,NULL
2352,george simmons,15708,m,43
2352,ingrid,658,f,NULL
2352,ira wright,13556,m,27
2352,laura,4780,f,37
2352,leo koenig,1682,m,26
2352,mable,902,f,12
2352,magician,124,m,28
2352,mark taylor jac,1114,m,29
2352,mom with camera,186,f,NULL
2352,rachel,382,f,35
2358,dodgie,108,m,76
2358,driver,314,m,NULL
2358,elliott litvak,1494,m,50
2358,"george, georgie",102,m,68
2358,jack haskins,108,m,61
2358,joanna bourne,516,f,47
2358,laurel rogan,886,f,22
2358,lillian rogan,420,f,51
2358,lone eagle,208,m,NULL
2358,matthew,210,m,9
2358,michael rogan,600,m,77
2358,nicky rogan,7178,m,54
2358,paisley porter,700,f,32
2358,peter redmond,420,m,68
2358,renee simons,170,f,40
2358,steven schwimme,1266,m,40
2358,toyota moseby,1172,f,54
2358,waiter,168,m,NULL
2368,charlie andrews,541,m,33
2368,general smuts,497,m,50
2368,herman kallenba,635,m,39
2368,judge broomfiel,106,m,69
2368,khan,376,m,50
2368,lord irwin,254,m,78
2368,magistrate,111,m,57
2368,mahatma gandhi,6883,m,39
2368,margaret bourke,307,f,36
2368,maulana azad,239,m,NULL
2368,mirabehn,316,f,32
2368,mohammed ali ji,547,m,NULL
2368,pandit nehru,1255,m,40
2368,professor gokha,180,m,55
2368,sardar patel,880,m,53
2368,secretary,114,m,37
2368,singh,118,m,NULL
2368,speaker in jall,150,m,NULL
2368,walker,501,m,42
2370,arthur baylor,1954,m,66
2370,bailiff,264,m,NULL
2370,capt. henderson,684,m,NULL
2370,cortez,118,m,NULL
2370,cynthia webb,1830,f,33
2370,dave,208,m,NULL
2370,desk officer,178,m,NULL
2370,det. frank divi,9264,m,43
2370,det. rodriguez,3530,m,26
2370,duncan,184,m,53
2370,elliot goff,1588,m,43
2370,helen eden,1546,f,41
2370,lionel hudd,154,m,35
2370,newscaster,212,f,NULL
2370,reverend,234,m,51
2370,richard simms,860,m,41
2370,richard stein,594,m,38
2370,vic,568,m,NULL
2370,william,958,m,43
2374,albert,651,m,42
2374,andrew largeman,7128,m,29
2374,aunt sylvia lar,155,f,44
2374,bored actor,103,m,NULL
2374,carol,471,f,53
2374,dave,267,m,27
2374,diego,240,m,33
2374,gideon largeman,1016,m,73
2374,jesse,690,m,27
2374,karl benson,218,m,26
2374,kenny,449,m,31
2374,mark,2296,m,33
2374,neurology recep,116,f,NULL
2374,obnoxious girl,139,f,27
2374,olivia,655,f,48
2374,sam,3248,f,23
2374,tim,332,m,31
2380,cliff brumby,271,m,67
2380,cyrus paice,283,m,48
2380,doreen,382,f,21
2380,eddie,236,m,NULL
2380,geraldine,370,f,24
2380,gloria,390,f,42
2380,jack carter,2462,m,54
2380,jeremy kinnear,482,m,35
2380,thorpey,133,m,2000
2382,bonnie,221,f,44
2382,buddy,1821,m,27
2382,carl,492,m,39
2382,felix bush,3871,m,78
2382,frank quinn,3045,m,59
2382,kathryn,219,f,NULL
2382,mattie darrow,1568,f,60
2382,rev. charlie ja,1097,m,75
2382,rev. gus horton,836,m,62
2382,wkng announcer,426,m,NULL
2384,agent curtis,164,m,48
2384,chili palmer,10098,m,41
2384,dick allen,254,m,40
2384,doris saphron,484,f,50
2384,fay devoe,150,f,NULL
2384,harry zimm,4742,m,65
2384,herself (direct,114,f,52
2384,jimmy capp (ray,140,m,59
2384,karen flores,2192,f,41
2384,leo devoe,278,m,41
2384,manager at vesu,110,m,77
2384,martin weir,1484,m,51
2384,nicki,152,f,33
2384,ronnie wingate,536,m,38
2384,tommy carlo,702,m,48
2384,yayo portillo,148,m,24
2387,carol mccoy,1474,f,33
2387,doc mccoy,2341,m,42
2387,fran clinton,203,f,25
2387,jack beynon,444,m,54
2387,laughlin,197,m,65
2387,parole board ch,166,m,NULL
2387,rudy butler,667,m,44
2387,the accountant,121,m,49
2387,the soldier,128,m,NULL
2389,carl bruner,3768,m,30
2389,elevator man,214,m,NULL
2389,emergency room ,676,m,74
2389,lyle furgeson,406,m,42
2389,minister,300,m,NULL
2389,molly jensen,3906,f,28
2389,oda mae brown,4698,f,35
2389,sam wheat,5490,m,38
2389,willie lopez,468,m,38
2391,abdullah,456,m,46
2391,angus starling,1170,m,31
2391,charles remingt,2164,m,52
2391,col. john henry,3284,m,37
2391,dr. david hawth,616,m,52
2391,helena patterso,390,f,25
2391,robert beaumont,1076,m,48
2391,samuel,948,m,54
2396,dodge,3366,m,37
2396,epps,2818,f,36
2396,greer,2360,m,39
2396,katie harwood,110,f,14
2396,murphy,7344,m,52
2399,cineplex manage,254,m,22
2399,dana,856,f,37
2399,doug,112,m,32
2399,enid,12276,f,19
2399,enid's dad,868,m,56
2399,"gerrold, the pu",302,m,37
2399,graduation spea,304,f,20
2399,"jerome, the ang",168,m,47
2399,john ellis,116,m,30
2399,josh,796,m,19
2399,margaret - art ,220,f,17
2399,masterpiece vid,120,m,47
2399,maxine,262,f,54
2399,rebecca,4590,f,17
2399,roberta allswor,184,f,36
2399,seymour,6254,m,44
2399,todd,132,m,26
2405,dana barrett,2854,f,40
2405,dr. egon spengl,1554,m,45
2405,dr. janosz poha,1336,m,35
2405,dr. peter venkm,6164,m,39
2405,dr. raymond sta,4018,m,37
2405,elaine,232,f,33
2405,frank the doorm,132,m,45
2405,hardemeyer,642,m,36
2405,janine melnitz,462,f,37
2405,louis tully,1880,m,36
2405,milton angland,136,m,33
2405,police sergeant,110,m,NULL
2405,the judge,976,m,52
2405,the mayor of ny,414,m,52
2405,the prosecutor,454,f,46
2405,vigo,454,m,60
2405,winston zeddemo,890,m,44
2405,young woman on ,104,f,NULL
2408,cassius,240,m,59
2408,commodus,4508,m,26
2408,gaius,392,m,58
2408,german leader,174,m,NULL
2408,gracchus,1280,m,62
2408,juba,924,m,36
2408,lucilla,2778,f,35
2408,marcus aurelius,1900,m,70
2408,maximus,3102,m,36
2408,proximo,2582,m,62
2408,quintus,260,m,45
2408,slave trader,232,m,35
2412,dave moss,4236,m,42
2412,george aaronow,2342,m,58
2412,james lingk,666,m,45
2412,john williamson,2720,m,33
2412,ricky roma,5844,m,52
2412,shelley levene,6672,m,67
2413,boy,108,m,12
2413,burke,1496,m,43
2413,claire montgome,1236,f,21
2413,irene,176,f,31
2413,jimmy,200,m,NULL
2413,loop,160,m,21
2413,mannie,420,m,22
2413,marcus,1368,m,28
2413,ronna martin,2594,f,20
2413,sandra,154,f,29
2413,simon baines,1518,m,NULL
2413,singh,256,m,27
2413,tiny,600,m,25
2413,todd gaines,1338,m,31
2413,victor jr.,180,m,NULL
2413,zack,2060,m,29
2419,betty,892,f,37
2419,boris karloff,108,m,69
2419,clayton boone,5480,m,30
2419,david lewis,360,m,53
2419,dwight,350,m,NULL
2419,edmund kay,1106,m,30
2419,elsa lanchester,482,f,52
2419,hanna,2074,f,55
2419,harry,212,m,35
2419,james whale,11972,m,59
2419,princess margar,200,f,NULL
2426,bubba,1082,m,38
2426,cheryl,1256,f,22
2426,corny,830,m,32
2426,gwen jackson,676,f,48
2426,holden worther,3020,m,22
2426,justine last,6932,f,33
2426,phil last,2004,m,37
2427,billy mcbride,242,m,22
2427,chuckie sulliva,4960,m,25
2427,clark,464,m,32
2427,executive #1,162,m,NULL
2427,henry lipkin - ,530,m,70
2427,prof. gerald la,5288,m,46
2427,sean maguire,7408,m,46
2427,skylar,3352,f,27
2432,ben braddock,12130,m,30
2432,elaine robinson,1960,f,27
2432,mr. braddock,1424,m,40
2432,mr. robinson,1748,m,44
2432,mrs. braddock,696,f,46
2432,mrs. robinson,3852,f,36
2436,ashley kowalski,324,f,22
2436,barber martin,590,m,45
2436,father janovich,2176,m,30
2436,head latino,256,m,NULL
2436,karen kowalski,432,f,38
2436,latino gangbang,148,m,NULL
2436,lawyer,252,m,NULL
2436,mitch kowalski,1842,m,45
2436,officer,202,m,NULL
2436,phong,526,f,NULL
2436,smokie,1650,m,NULL
2436,spider,670,m,21
2436,steve kowalski,138,m,NULL
2436,sue,2718,f,NULL
2436,Thao,3332,m,17
2436,tim kennedy,276,m,NULL
2436,trey,120,m,22
2436,walt kowalski,17440,m,78
2438,chauffeur,400,m,51
2438,clerk        (u,302,m,50
2438,doctor otternsc,1044,m,53
2438,dr. waitz,270,m,46
2438,flaemmchen - th,2332,f,27
2438,general directo,4964,m,47
2438,gerstenkorn,1080,m,68
2438,grusinskaya - t,4710,f,27
2438,meierheim,814,m,60
2438,otto kringelein,5952,m,54
2438,pimenov,802,m,74
2438,rohna,148,m,42
2438,schweimann,156,m,43
2438,senf - the port,1246,m,46
2438,suzette,936,f,44
2438,the baron,4668,m,50
2438,zinnowitz,946,m,47
2440,bank manager,208,m,NULL
2440,barbara,1798,f,32
2440,gram parsons,222,m,31
2440,larry oster-ber,3884,m,29
2440,mortuary clerk,524,m,NULL
2440,motorcycle cop,318,m,59
2440,music expert,114,m,38
2440,nurse,216,f,NULL
2440,official,112,f,54
2440,p.j. gambrell,146,m,41
2440,phil kaufman,6294,m,32
2440,polyonax place ,114,m,NULL
2440,reporter,206,m,46
2440,stanley parsons,1148,m,62
2440,susie,1472,f,29
2440,undertaker,186,m,78
2440,uniform cop,512,m,34
2442,agent,282,m,33
2442,al,964,m,29
2442,bill,116,m,35
2442,bookkeeper,242,m,34
2442,boy,162,m,20
2442,caretaker,742,m,66
2442,connie,138,m,33
2442,cop,106,m,37
2442,davis,274,m,33
2442,deputy,498,m,53
2442,driver,298,m,47
2442,floyd,260,m,38
2442,frank,174,m,NULL
2442,girl in migrant,212,f,13
2442,guard,288,m,39
2442,inspection offi,170,m,52
2442,jim casy,2742,m,34
2442,jule - bouncer ,128,m,38
2442,leader,176,m,66
2442,ma joad,4496,f,61
2442,mae,266,f,38
2442,muley bates,1338,m,41
2442,noah,160,m,32
2442,policeman,354,m,37
2442,ruthie,372,f,14
2442,spencer,104,m,63
2442,thomas,476,m,65
2442,tim,374,m,35
2442,tom joad,6930,m,35
2442,uncle john,304,m,64
2442,wilkie,242,m,53
2445,matt kowalski,2399,m,52
2445,mission control,690,m,63
2445,ryan stone,2580,f,49
2455,arizona motel c,362,f,71
2455,bobo justus,906,m,66
2455,cole,932,m,47
2455,doctor,128,m,54
2455,gloucester hebb,220,m,54
2455,irv,160,m,39
2455,jeweler,380,m,39
2455,lilly dillon,4200,f,39
2455,lt. pierson,432,m,35
2455,myra langtry,3832,f,32
2455,roy dillon,4500,m,24
2455,simms,1258,m,78
2460,alex,492,m,39
2460,doug,1084,m,31
2460,igarashi,332,m,NULL
2460,jennifer,248,f,27
2460,karen,1934,f,27
2460,maria,490,f,32
2460,nakagawa,720,m,48
2460,peter,250,m,51
2460,susan,860,f,29
2462,blade,284,m,NULL
2462,cereal,1696,m,25
2462,da vinci virus,108,m,NULL
2462,dade,2300,m,23
2462,hal,286,m,40
2462,joey,852,m,16
2462,kate,1706,f,20
2462,margo,474,f,41
2462,nikon,684,m,NULL
2462,norm,192,m,NULL
2462,phreak,1200,m,21
2462,razor,198,m,23
2462,teacher,262,m,42
2462,the plague,2328,m,32
2465,aunt meg,315,f,NULL
2465,boshane,101,m,56
2465,coakley,1124,m,64
2465,dr. lucy,241,f,69
2465,emma,108,f,NULL
2465,flats,169,m,46
2465,fred,5398,m,36
2465,gary,600,m,37
2465,gerry,518,m,24
2465,grace,1399,f,40
2465,hog-head,601,m,41
2465,leigh,1105,f,NULL
2465,maggie,1935,f,37
2465,missy,305,f,45
2465,paige,704,f,25
2465,rick,6581,m,43
2465,rick coleman,756,m,50
2465,young korean wo,190,f,NULL
2469,alan,6486,m,40
2469,atashir,238,f,NULL
2469,becky,470,f,NULL
2469,carla,334,f,NULL
2469,chastity,1670,f,NULL
2469,doug,1164,m,31
2469,jimmy lang,930,m,NULL
2469,mr turner,366,m,NULL
2469,roger,772,m,NULL
2469,steve,444,m,NULL
2469,stu,5716,m,35
2469,tracy,524,f,28
2469,vick,10660,m,NULL
2470,burton,207,m,35
2470,erik heller,2112,m,43
2470,false marissa,231,f,30
2470,hanna,3409,f,17
2470,head of ops,133,m,NULL
2470,isaacs,586,m,44
2470,knepfler,526,m,49
2470,lewis,447,m,NULL
2470,miles,119,m,NULL
2470,moroccan hotel ,162,m,71
2470,rachel,829,f,43
2470,sebastian,467,m,45
2470,sophie,1253,f,19
2472,april,1064,f,30
2472,carol,310,f,36
2472,david,870,m,46
2472,dr. abel,372,m,66
2472,dr. brooks,290,m,NULL
2472,dr. grey,230,m,30
2472,dr. smith,244,m,NULL
2472,dusty,492,m,29
2472,elliot,4704,m,53
2472,evan,798,m,84
2472,father flynn,118,m,52
2472,frederick,1406,m,57
2472,gail,848,f,36
2472,holly,6268,f,38
2472,lee,5170,f,38
2472,mickey,8904,m,51
2472,vocalist in the,296,m,NULL
2472,writer,110,m,29
2483,mrs. astrakhan,222,f,65
2483,mumble,2677,m,25
2492,albus dumbledor,3626,m,65
2492,amos diggory,128,m,54
2492,arthur weasley,388,m,46
2492,bartemius 'bart,922,m,34
2492,cedric diggory,384,m,19
2492,cho chang,124,f,18
2492,cornelius fudge,182,m,80
2492,fred weasley,196,m,19
2492,george weasley,130,m,19
2492,harry potter,2740,m,16
2492,hermione grange,1696,f,15
2492,igor karkaroff,342,m,43
2492,lord voldemort,1114,m,43
2492,lucius malfoy,180,m,42
2492,minerva mcgonag,792,f,71
2492,moaning myrtle,192,f,40
2492,neville longbot,268,m,16
2492,professor alast,2108,m,50
2492,rita skeeter,668,f,47
2492,ron weasley,1782,m,17
2492,rubeus hagrid,644,m,55
2492,severus snape,380,m,59
2492,sirius black,558,m,47
2492,wormtail (peter,140,m,48
2497,dr. david marro,4818,m,47
2497,dr. malcolm keo,392,m,57
2497,jane,394,f,38
2497,luke sanderson,2026,m,31
2497,mary lambetta,758,f,30
2497,mr. dudley,442,m,63
2497,mrs. dudley,566,f,71
2497,nell,5326,f,32
2497,theo,3428,f,30
2497,todd hackett,154,m,35
2498,alex,3112,m,31
2498,amber,336,f,35
2498,anna,2452,f,25
2498,ben,2332,m,34
2498,beth,2030,f,40
2498,bill,106,m,40
2498,bruce,242,m,NULL
2498,catherine,254,f,36
2498,conor,2098,m,35
2498,cousin jay,148,m,36
2498,dan the wiccan,126,m,38
2498,gigi,6144,f,31
2498,janine,2404,f,39
2498,jarrad,118,m,35
2498,javier,172,m,53
2498,kelli ann,368,f,30
2498,ken murphy,466,m,73
2498,larry,270,m,46
2498,laura,154,f,36
2498,mary,1204,f,34
2498,nathan,222,m,36
2498,neil,1186,m,37
2498,paige,122,f,NULL
2498,tall girl,134,f,NULL
2498,trent,314,m,NULL
2498,tyrone,130,m,30
2498,watts       (ar,106,f,43
2505,herbert rieper,814,m,NULL
2505,honora parker r,2540,f,NULL
2505,juliet hulme,2910,f,19
2505,miss stewart,178,f,NULL
2505,miss waller,164,f,55
2505,mrs. collins,214,f,NULL
2505,mrs. stevens,142,f,NULL
2505,pauline parker,4912,f,17
2505,steve,156,m,22
2510,adl chairman,116,m,NULL
2510,esther bloomenb,1394,f,28
2510,head elf,154,m,NULL
2510,jamal,612,m,45
2510,jjl chief bloom,1406,m,62
2510,mc hammer,6342,m,NULL
2510,mohammed ali pa,824,m,46
2510,mrs. carver,1300,f,51
2510,mrs. highsmith,332,f,NULL
2510,santa,716,m,55
