name,born,died,bornCountry_original,bornCountry_now,bornCity_original,bornCity_now,bornLocation,bornLong,bornLat,bornCoordinates,diedCountry_original,diedCountry_now,diedCity_original,diedCity_now,diedLocation,diedLong,diedLat,diedCoordinates,gender,year,category,motivation,institutionName,institutionCity,institutionCountry
Clifford G. Shull,1915-09-23,2001-03-31,USA,USA,"Pittsburgh, PA","Pittsburgh, PA","Pittsburgh, PA, USA",-79.9958864,40.4406248,"40.4406248, -79.9958864",USA,USA,"Medford, MA","Medford, MA","Medford, MA, USA",-71.1061639,42.4184296,"42.4184296, -71.1061639",male,1994,physics,"""for the development of the neutron diffraction technique""",Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA
Martin L. Perl,1927-06-24,2014-09-30,USA,USA,"New York, NY","New York, NY","New York, NY, USA",-74.0059728,40.7127753,"40.7127753, -74.0059728",USA,USA,"Palo Alto, CA","Palo Alto, CA","Palo Alto, CA, USA",-122.1430195,37.4418834,"37.4418834, -122.1430195",male,1995,physics,"""for the discovery of the tau lepton""",Stanford University,"Stanford, CA",USA
Frederick Reines,1918-03-16,1998-08-26,USA,USA,"Paterson, NJ","Paterson, NJ","Paterson, NJ, USA",-74.171811,40.9167654,"40.9167654, -74.171811",USA,USA,"Orange, CA","Orange, CA","Orange, CA, USA",-117.8531007,33.7879139,"33.7879139, -117.8531007",male,1995,physics,"""for the detection of the neutrino""",University of California,"Irvine, CA",USA
David M. Lee,1931-01-20,0000-00-00,USA,USA,"Rye, NY","Rye, NY","Rye, NY, USA",-73.6837399,40.9806535,"40.9806535, -73.6837399",,,,,,,,,male,1996,physics,"""for their discovery of superfluidity in helium-3""",Cornell University,"Ithaca, NY",USA
Douglas D. Osheroff,1945-08-01,0000-00-00,USA,USA,"Aberdeen, WA","Aberdeen, WA","Aberdeen, WA, USA",-123.8157218,46.9753708,"46.9753708, -123.8157218",,,,,,,,,male,1996,physics,"""for their discovery of superfluidity in helium-3""",Stanford University,"Stanford, CA",USA
Robert C. Richardson,1937-06-26,2013-02-19,USA,USA,"Washington, DC","Washington, DC","Washington, DC, USA",-77.0368707,38.9071923,"38.9071923, -77.0368707",USA,USA,"Ithaca, NY","Ithaca, NY","Ithaca, NY, USA",-76.5018807,42.4439614,"42.4439614, -76.5018807",male,1996,physics,"""for their discovery of superfluidity in helium-3""",Cornell University,"Ithaca, NY",USA
Steven Chu,1948-02-28,0000-00-00,USA,USA,"St. Louis, MO","St. Louis, MO","St. Louis, MO, USA",-90.1994042,38.6270025,"38.6270025, -90.1994042",,,,,,,,,male,1997,physics,"""for development of methods to cool and trap atoms with laser light""",Stanford University,"Stanford, CA",USA
William D. Phillips,1948-11-05,0000-00-00,USA,USA,"Wilkes-Barre, PA","Wilkes-Barre, PA","Wilkes-Barre, PA, USA",-75.8813075,41.2459149,"41.2459149, -75.8813075",,,,,,,,,male,1997,physics,"""for development of methods to cool and trap atoms with laser light""",National Institute of Standards and Technology,"Gaithersburg, MD",USA
Robert B. Laughlin,1950-11-01,0000-00-00,USA,USA,"Visalia, CA","Visalia, CA","Visalia, CA, USA",-119.2920585,36.3302284,"36.3302284, -119.2920585",,,,,,,,,male,1998,physics,"""for their discovery of a new form of quantum fluid with fractionally charged excitations""",Stanford University,"Stanford, CA",USA
Theodore William Richards,1868-01-31,1928-04-02,USA,USA,"Germantown, PA","Germantown, PA","Germantown, PA, USA",-75.1749671,40.028521,"40.028521, -75.1749671",USA,USA,"Cambridge, MA","Cambridge, MA","Cambridge, MA, USA",-71.1097335,42.3736158,"42.3736158, -71.1097335",male,1914,chemistry,"""in recognition of his accurate determinations of the atomic weight of a large number of chemical elements""",Harvard University,"Cambridge, MA",USA
Irving Langmuir,1881-01-31,1957-08-16,USA,USA,"Brooklyn, NY","Brooklyn, NY","Brooklyn, NY, USA",-73.9441579,40.6781784,"40.6781784, -73.9441579",USA,USA,"Falmouth, MA","Falmouth, MA","Falmouth, MA, USA",-70.6085886,41.5532208,"41.5532208, -70.6085886",male,1932,chemistry,"""for his discoveries and investigations in surface chemistry""",General Electric Company,"Schenectady, NY",USA
Harold Clayton Urey,1893-04-29,1981-01-05,USA,USA,"Walkerton, IN","Walkerton, IN","Walkerton, IN, USA",-86.4830681,41.4667113,"41.4667113, -86.4830681",USA,USA,"La Jolla, CA","La Jolla, CA","La Jolla, CA, USA",-117.2712717,32.8328112,"32.8328112, -117.2712717",male,1934,chemistry,"""for his discovery of heavy hydrogen""",Columbia University,"New York, NY",USA
James Batcheller Sumner,1887-11-19,1955-08-12,USA,USA,"Canton, MA","Canton, MA","Canton, MA, USA",-71.1447732,42.1584324,"42.1584324, -71.1447732",USA,USA,"Buffalo, NY","Buffalo, NY","Buffalo, NY, USA",-78.8783689,42.8864468,"42.8864468, -78.8783689",male,1946,chemistry,"""for his discovery that enzymes can be crystallized""",Cornell University,"Ithaca, NY",USA
John Howard Northrop,1891-07-05,1987-05-27,USA,USA,"Yonkers, NY","Yonkers, NY","Yonkers, NY, USA",-73.8987469,40.9312099,"40.9312099, -73.8987469",USA,USA,"Wickenberg, AZ","Wickenberg, AZ","Wickenberg, AZ, USA",-112.7301882,33.9697664,"33.9697664, -112.7301882",male,1946,chemistry,"""for their preparation of enzymes and virus proteins in a pure form""",Rockefeller Institute for Medical Research,"Princeton, NJ",USA
Wendell Meredith Stanley,1904-08-16,1971-06-15,USA,USA,"Ridgeville, IN","Ridgeville, IN","Ridgeville, IN, USA",-85.028857,40.2892107,"40.2892107, -85.028857",Spain,Spain,Salamanca,Salamanca,"Salamanca, Spain",-5.6635397,40.9701039,"40.9701039, -5.6635397",male,1946,chemistry,"""for their preparation of enzymes and virus proteins in a pure form""",Rockefeller Institute for Medical Research,"Princeton, NJ",USA
Edwin Mattison McMillan,1907-09-18,1991-09-07,USA,USA,"Redondo Beach, CA","Redondo Beach, CA","Redondo Beach, CA, USA",-118.3884078,33.8491816,"33.8491816, -118.3884078",USA,USA,"El Cerrito, CA","El Cerrito, CA","El Cerrito, CA, USA",-122.310765,37.9161326,"37.9161326, -122.310765",male,1951,chemistry,"""for their discoveries in the chemistry of the transuranium elements""",University of California,"Berkeley, CA",USA
Glenn Theodore Seaborg,1912-04-19,1999-02-25,USA,USA,"Ishpeming, MI","Ishpeming, MI","Ishpeming, MI, USA",-87.6676358,46.4885469,"46.4885469, -87.6676358",USA,USA,"Lafayette, CA","Lafayette, CA","Lafayette, CA, USA",-122.1180201,37.8857582,"37.8857582, -122.1180201",male,1951,chemistry,"""for their discoveries in the chemistry of the transuranium elements""",University of California,"Berkeley, CA",USA
Linus Carl Pauling,1901-02-28,1994-08-19,USA,USA,"Portland, OR","Portland, OR","Portland, OR, USA",-122.6764815,45.5230622,"45.5230622, -122.6764815",USA,USA,"Big Sur, CA","Big Sur, CA","Big Sur, CA, USA",-121.856261,36.3614749,"36.3614749, -121.856261",male,1954,chemistry,"""for his research into the nature of the chemical bond and its application to the elucidation of the structure of complex substances""",California Institute of Technology (Caltech),"Pasadena, CA",USA
Linus Carl Pauling,1901-02-28,1994-08-19,USA,USA,"Portland, OR","Portland, OR","Portland, OR, USA",-122.6764815,45.5230622,"45.5230622, -122.6764815",USA,USA,"Big Sur, CA","Big Sur, CA","Big Sur, CA, USA",-121.856261,36.3614749,"36.3614749, -121.856261",male,1962,peace,,California Institute of Technology (Caltech),"Pasadena, CA",USA
Vincent du Vigneaud,1901-05-18,1978-12-11,USA,USA,"Chicago, IL","Chicago, IL","Chicago, IL, USA",-87.6297982,41.8781136,"41.8781136, -87.6297982",USA,USA,"White Plains, NY","White Plains, NY","White Plains, NY, USA",-73.7629097,41.0339862,"41.0339862, -73.7629097",male,1955,chemistry,"""for his work on biochemically important sulphur compounds, especially for the first synthesis of a polypeptide hormone""",Cornell University,"Ithaca, NY",USA
Willard Frank Libby,1908-12-17,1980-09-08,USA,USA,"Grand Valley, CO","Grand Valley, CO","Grand Valley, CO, USA",-108.5506486,39.0638705,"39.0638705, -108.5506486",USA,USA,"Los Angeles, CA","Los Angeles, CA","Los Angeles, CA, USA",-118.2436849,34.0522342,"34.0522342, -118.2436849",male,1960,chemistry,"""for his method to use carbon-14 for age determination in archaeology, geology, geophysics, and other branches of science""",University of California,"Los Angeles, CA",USA
Melvin Calvin,1911-04-08,1997-01-08,USA,USA,"St. Paul, MN","St. Paul, MN","St. Paul, MN, USA",-93.0899578,44.9537029,"44.9537029, -93.0899578",USA,USA,"Berkeley, CA","Berkeley, CA","Berkeley, CA, USA",-122.272747,37.8715926,"37.8715926, -122.272747",male,1961,chemistry,"""for his research on the carbon dioxide assimilation in plants""",University of California,"Berkeley, CA",USA
Robert Burns Woodward,1917-04-10,1979-07-08,USA,USA,"Boston, MA","Boston, MA","Boston, MA, USA",-71.0588801,42.3600825,"42.3600825, -71.0588801",USA,USA,"Cambridge, MA","Cambridge, MA","Cambridge, MA, USA",-71.1097335,42.3736158,"42.3736158, -71.1097335",male,1965,chemistry,"""for his outstanding achievements in the art of organic synthesis""",Harvard University,"Cambridge, MA",USA
Robert S. Mulliken,1896-06-07,1986-10-31,USA,USA,"Newburyport, MA","Newburyport, MA","Newburyport, MA, USA",-70.8772751,42.8125913,"42.8125913, -70.8772751",USA,USA,"Arlington, VA","Arlington, VA","Arlington, VA, USA",-77.1067698,38.8799697,"38.8799697, -77.1067698",male,1966,chemistry,"""for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method""",University of Chicago,"Chicago, IL",USA
Christian B. Anfinsen,1916-03-26,1995-05-14,USA,USA,"Monessen, PA","Monessen, PA","Monessen, PA, USA",-79.8878254,40.1484053,"40.1484053, -79.8878254",USA,USA,"Randallstown, MD","Randallstown, MD","Randallstown, MD, USA",-76.7952525,39.3673278,"39.3673278, -76.7952525",male,1972,chemistry,"""for his work on ribonuclease, especially concerning the connection between the amino acid sequence and the biologically active conformation""",National Institutes of Health,"Bethesda, MD",USA
Stanford Moore,1913-09-04,1982-08-23,USA,USA,"Chicago, IL","Chicago, IL","Chicago, IL, USA",-87.6297982,41.8781136,"41.8781136, -87.6297982",USA,USA,"New York, NY","New York, NY","New York, NY, USA",-74.0059728,40.7127753,"40.7127753, -74.0059728",male,1972,chemistry,"""for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule""",Rockefeller University,"New York, NY",USA
William H. Stein,1911-06-25,1980-02-02,USA,USA,"New York, NY","New York, NY","New York, NY, USA",-74.0059728,40.7127753,"40.7127753, -74.0059728",USA,USA,"New York, NY","New York, NY","New York, NY, USA",-74.0059728,40.7127753,"40.7127753, -74.0059728",male,1972,chemistry,"""for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule""",Rockefeller University,"New York, NY",USA
Paul J. Flory,1910-06-19,1985-09-08,USA,USA,"Sterling, IL","Sterling, IL","Sterling, IL, USA",-89.6962194,41.788642,"41.788642, -89.6962194",USA,USA,"Big Sur, CA","Big Sur, CA","Big Sur, CA, USA",-121.856261,36.3614749,"36.3614749, -121.856261",male,1974,chemistry,"""for his fundamental achievements, both theoretical and experimental, in the physical chemistry of the macromolecules""",Stanford University,"Stanford, CA",USA
William N. Lipscomb,1919-12-09,2011-04-14,USA,USA,"Cleveland, OH","Cleveland, OH","Cleveland, OH, USA",-81.6943605,41.49932,"41.49932, -81.6943605",USA,USA,"Cambridge, MA","Cambridge, MA","Cambridge, MA, USA",-71.1097335,42.3736158,"42.3736158, -71.1097335",male,1976,chemistry,"""for his studies on the structure of boranes illuminating problems of chemical bonding""",Harvard University,"Cambridge, MA",USA
Paul Berg,1926-06-30,0000-00-00,USA,USA,"New York, NY","New York, NY","New York, NY, USA",-74.0059728,40.7127753,"40.7127753, -74.0059728",,,,,,,,,male,1980,chemistry,"""for his fundamental studies of the biochemistry of nucleic acids, with particular regard to recombinant-DNA""",Stanford University,"Stanford, CA",USA
Walter Gilbert,1932-03-21,0000-00-00,USA,USA,"Boston, MA","Boston, MA","Boston, MA, USA",-71.0588801,42.3600825,"42.3600825, -71.0588801",,,,,,,,,male,1980,chemistry,"""for their contributions concerning the determination of base sequences in nucleic acids""","Harvard University, Biological Laboratories","Cambridge, MA",USA
Robert Bruce Merrifield,1921-07-15,2006-05-14,USA,USA,"Fort Worth, TX","Fort Worth, TX","Fort Worth, TX, USA",-97.3307658,32.7554883,"32.7554883, -97.3307658",USA,USA,"Cresskill, NJ","Cresskill, NJ","Cresskill, NJ, USA",-73.9593041,40.9414874,"40.9414874, -73.9593041",male,1984,chemistry,"""for his development of methodology for chemical synthesis on a solid matrix""",Rockefeller University,"New York, NY",USA
Herbert A. Hauptman,1917-02-14,2011-10-23,USA,USA,"New York, NY","New York, NY","New York, NY, USA",-74.0059728,40.7127753,"40.7127753, -74.0059728",USA,USA,"Buffalo, NY","Buffalo, NY","Buffalo, NY, USA",-78.8783689,42.8864468,"42.8864468, -78.8783689",male,1985,chemistry,"""for their outstanding achievements in the development of direct methods for the determination of crystal structures""",The Medical Foundation of Buffalo,"Buffalo, NY",USA
Jerome Karle,1918-06-18,2013-06-06,USA,USA,"New York, NY","New York, NY","New York, NY, USA",-74.0059728,40.7127753,"40.7127753, -74.0059728",,,,,,,,,male,1985,chemistry,"""for their outstanding achievements in the development of direct methods for the determination of crystal structures""",US Naval Research Laboratory,"Washington, DC",USA
Dudley R. Herschbach,1932-06-18,0000-00-00,USA,USA,"San José, CA","San José, CA","San José, CA, USA",-121.8863286,37.3382082,"37.3382082, -121.8863286",,,,,,,,,male,1986,chemistry,"""for their contributions concerning the dynamics of chemical elementary processes""",Harvard University,"Cambridge, MA",USA
Donald J. Cram,1919-04-22,2001-06-17,USA,USA,"Chester, VT","Chester, VT","Chester, VT, USA",-72.5951082,43.2628476,"43.2628476, -72.5951082",USA,USA,"Palm Desert, CA","Palm Desert, CA","Palm Desert, CA, USA",-116.3744556,33.7222445,"33.7222445, -116.3744556",male,1987,chemistry,"""for their development and use of molecules with structure-specific interactions of high selectivity""",University of California,"Los Angeles, CA",USA
Thomas R. Cech,1947-12-08,0000-00-00,USA,USA,"Chicago, IL","Chicago, IL","Chicago, IL, USA",-87.6297982,41.8781136,"41.8781136, -87.6297982",,,,,,,,,male,1989,chemistry,"""for their discovery of catalytic properties of RNA""",University of Colorado,"Boulder, CO",USA
Elias James Corey,1928-07-12,0000-00-00,USA,USA,"Methuen, MA","Methuen, MA","Methuen, MA, USA",-71.1908924,42.7262016,"42.7262016, -71.1908924",,,,,,,,,male,1990,chemistry,"""for his development of the theory and methodology of organic synthesis""",Harvard University,"Cambridge, MA",USA
Kary B. Mullis,1944-12-28,0000-00-00,USA,USA,"Lenoir, NC","Lenoir, NC","Lenoir, NC, USA",-81.5389849,35.9140196,"35.9140196, -81.5389849",,,,,,,,,male,1993,chemistry,"""for his invention of the polymerase chain reaction (PCR) method""",,"La Jolla, CA",USA
F. Sherwood Rowland,1927-06-28,2012-03-10,USA,USA,"Delaware, OH","Delaware, OH","Delaware, OH, USA",-83.067965,40.2986724,"40.2986724, -83.067965",USA,USA,"Corona del Mar, CA","Corona del Mar, CA","Corona del Mar, CA, USA",-117.8730142,33.5978595,"33.5978595, -117.8730142",male,1995,chemistry,"""for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone""",University of California,"Irvine, CA",USA
Robert F. Curl Jr.,1933-08-23,0000-00-00,USA,USA,"Alice, TX","Alice, TX","Alice, TX, USA",-98.0697249,27.7522487,"27.7522487, -98.0697249",,,,,,,,,male,1996,chemistry,"""for their discovery of fullerenes""",Rice University,"Houston, TX",USA
Richard E. Smalley,1943-06-06,2005-10-28,USA,USA,"Akron, OH","Akron, OH","Akron, OH, USA",-81.5190053,41.0814447,"41.0814447, -81.5190053",USA,USA,"Houston, TX","Houston, TX","Houston, TX, USA",-95.3698028,29.7604267,"29.7604267, -95.3698028",male,1996,chemistry,"""for their discovery of fullerenes""",Rice University,"Houston, TX",USA
Paul D. Boyer,1918-07-31,0000-00-00,USA,USA,"Provo, UT","Provo, UT","Provo, UT, USA",-111.6585337,40.2338438,"40.2338438, -111.6585337",,,,,,,,,male,1997,chemistry,"""for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP)""",University of California,"Los Angeles, CA",USA
Thomas Hunt Morgan,1866-09-25,1945-12-04,USA,USA,"Lexington, KY","Lexington, KY","Lexington, KY, USA",-84.5037164,38.0405837,"38.0405837, -84.5037164",USA,USA,"Pasadena, CA","Pasadena, CA","Pasadena, CA, USA",-118.1445155,34.1477849,"34.1477849, -118.1445155",male,1933,medicine,"""for his discoveries concerning the role played by the chromosome in heredity""",California Institute of Technology (Caltech),"Pasadena, CA",USA
George Hoyt Whipple,1878-08-28,1976-02-01,USA,USA,"Ashland, NH","Ashland, NH","Ashland, NH, USA",-71.6306318,43.695318,"43.695318, -71.6306318",USA,USA,"Rochester, NY","Rochester, NY","Rochester, NY, USA",-77.6088465,43.1565779,"43.1565779, -77.6088465",male,1934,medicine,"""for their discoveries concerning liver therapy in cases of anaemia""",University of Rochester,"Rochester, NY",USA
George Richards Minot,1885-12-02,1950-02-25,USA,USA,"Boston, MA","Boston, MA","Boston, MA, USA",-71.0588801,42.3600825,"42.3600825, -71.0588801",USA,USA,"Brookline, MA","Brookline, MA","Brookline, MA, USA",-71.1211635,42.3317642,"42.3317642, -71.1211635",male,1934,medicine,"""for their discoveries concerning liver therapy in cases of anaemia""",Harvard University,"Cambridge, MA",USA
William Parry Murphy,1892-02-06,1987-10-09,USA,USA,"Stoughton, WI","Stoughton, WI","Stoughton, WI, USA",-89.2178937,42.9169462,"42.9169462, -89.2178937",USA,USA,"Brookline, MA","Brookline, MA","Brookline, MA, USA",-71.1211635,42.3317642,"42.3317642, -71.1211635",male,1934,medicine,"""for their discoveries concerning liver therapy in cases of anaemia""",Harvard University,"Cambridge, MA",USA
William Parry Murphy,1892-02-06,1987-10-09,USA,USA,"Stoughton, WI","Stoughton, WI","Stoughton, WI, USA",-89.2178937,42.9169462,"42.9169462, -89.2178937",USA,USA,"Brookline, MA","Brookline, MA","Brookline, MA, USA",-71.1211635,42.3317642,"42.3317642, -71.1211635",male,1934,medicine,"""for their discoveries concerning liver therapy in cases of anaemia""",Peter Brent Brigham Hospital,"Boston, MA",USA
Edward Adelbert Doisy,1893-11-13,1986-10-23,USA,USA,"Hume, IL","Hume, IL","Hume, IL, USA",-87.8686414,39.7967015,"39.7967015, -87.8686414",USA,USA,"St. Louis, MO","St. Louis, MO","St. Louis, MO, USA",-90.1994042,38.6270025,"38.6270025, -90.1994042",male,1943,medicine,"""for his discovery of the chemical nature of vitamin K""",Saint Louis University,"St. Louis, MO",USA
Joseph Erlanger,1874-01-05,1965-12-05,USA,USA,"San Francisco, CA","San Francisco, CA","San Francisco, CA, USA",-122.4194155,37.7749295,"37.7749295, -122.4194155",USA,USA,"St. Louis, MO","St. Louis, MO","St. Louis, MO, USA",-90.1994042,38.6270025,"38.6270025, -90.1994042",male,1944,medicine,"""for their discoveries relating to the highly differentiated functions of single nerve fibres""",Washington University,"St. Louis, MO",USA
Herbert Spencer Gasser,1888-07-05,1963-05-11,USA,USA,"Platteville, WI","Platteville, WI","Platteville, WI, USA",-90.4784621,42.73416,"42.73416, -90.4784621",USA,USA,"New York, NY","New York, NY","New York, NY, USA",-74.0059728,40.7127753,"40.7127753, -74.0059728",male,1944,medicine,"""for their discoveries relating to the highly differentiated functions of single nerve fibres""",Rockefeller Institute for Medical Research,"New York, NY",USA
Hermann Joseph Muller,1890-12-21,1967-04-05,USA,USA,"New York, NY","New York, NY","New York, NY, USA",-74.0059728,40.7127753,"40.7127753, -74.0059728",,,,,,,,,male,1946,medicine,"""for the discovery of the production of mutations by means of X-ray irradiation""",Indiana University,"Bloomington, IN",USA
Edward Calvin Kendall,1886-03-08,1972-05-04,USA,USA,"South Norwalk, CT","South Norwalk, CT","South Norwalk, CT, USA",-73.4187303,41.0937079,"41.0937079, -73.4187303",USA,USA,"Princeton, NJ","Princeton, NJ","Princeton, NJ, USA",-74.6672226,40.3572976,"40.3572976, -74.6672226",male,1950,medicine,"""for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects""",Mayo Clinic,"Rochester, MN",USA
Philip Showalter Hench,1896-02-28,1965-03-30,USA,USA,"Pittsburgh, PA","Pittsburgh, PA","Pittsburgh, PA, USA",-79.9958864,40.4406248,"40.4406248, -79.9958864",Jamaica,Jamaica,Ocho Rios,Ocho Rios,"Ocho Rios, Jamaica",-77.1031345,18.4073894,"18.4073894, -77.1031345",male,1950,medicine,"""for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects""",Mayo Clinic,"Rochester, MN",USA
John Franklin Enders,1897-02-10,1985-09-08,USA,USA,"West Hartford, CT","West Hartford, CT","West Hartford, CT, USA",-72.7420151,41.7620842,"41.7620842, -72.7420151",USA,USA,"Waterford, CT","Waterford, CT","Waterford, CT, USA",-72.164816,41.3542395,"41.3542395, -72.164816",male,1954,medicine,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",Harvard Medical School,"Boston, MA",USA
John Franklin Enders,1897-02-10,1985-09-08,USA,USA,"West Hartford, CT","West Hartford, CT","West Hartford, CT, USA",-72.7420151,41.7620842,"41.7620842, -72.7420151",USA,USA,"Waterford, CT","Waterford, CT","Waterford, CT, USA",-72.164816,41.3542395,"41.3542395, -72.164816",male,1954,medicine,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""","Research Division of Infectious Diseases, Children's Medical Center","Boston, MA",USA
Thomas Huckle Weller,1915-06-15,2008-08-23,USA,USA,"Ann Arbor, MI","Ann Arbor, MI","Ann Arbor, MI, USA",-83.7430378,42.2808256,"42.2808256, -83.7430378",USA,USA,"Needham, MA","Needham, MA","Needham, MA, USA",-71.2377548,42.2809285,"42.2809285, -71.2377548",male,1954,medicine,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""","Research Division of Infectious Diseases, Children's Medical Center","Boston, MA",USA
Frederick Chapman Robbins,1916-08-25,2003-08-04,USA,USA,"Auburn, AL","Auburn, AL","Auburn, AL, USA",-85.4807825,32.6098566,"32.6098566, -85.4807825",USA,USA,"Cleveland, OH","Cleveland, OH","Cleveland, OH, USA",-81.6943605,41.49932,"41.49932, -81.6943605",male,1954,medicine,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",Western Reserve University,"Cleveland, OH",USA
Dickinson W. Richards,1895-10-30,1973-02-23,USA,USA,"Orange, NJ","Orange, NJ","Orange, NJ, USA",-74.2326478,40.7706187,"40.7706187, -74.2326478",USA,USA,"Lakeville, CT","Lakeville, CT","Lakeville, CT, USA",-73.4408034,41.9644861,"41.9644861, -73.4408034",male,1956,medicine,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",Columbia University,"New York, NY",USA
George Wells Beadle,1903-10-22,1989-06-09,USA,USA,"Wahoo, NE","Wahoo, NE","Wahoo, NE, USA",-96.6212604,41.2115023,"41.2115023, -96.6212604",USA,USA,"Pomona, CA","Pomona, CA","Pomona, CA, USA",-117.7499909,34.055103,"34.055103, -117.7499909",male,1958,medicine,"""for their discovery that genes act by regulating definite chemical events""",California Institute of Technology (Caltech),"Pasadena, CA",USA
Edward Lawrie Tatum,1909-12-14,1975-11-05,USA,USA,"Boulder, CO","Boulder, CO","Boulder, CO, USA",-105.2705456,40.0149856,"40.0149856, -105.2705456",USA,USA,"New York, NY","New York, NY","New York, NY, USA",-74.0059728,40.7127753,"40.7127753, -74.0059728",male,1958,medicine,"""for their discovery that genes act by regulating definite chemical events""",Rockefeller Institute for Medical Research,"New York, NY",USA
Joshua Lederberg,1925-05-23,2008-02-02,USA,USA,"Montclair, NJ","Montclair, NJ","Montclair, NJ, USA",-74.2090053,40.8259007,"40.8259007, -74.2090053",USA,USA,"New York, NY","New York, NY","New York, NY, USA",-74.0059728,40.7127753,"40.7127753, -74.0059728",male,1958,medicine,"""for his discoveries concerning genetic recombination and the organization of the genetic material of bacteria""",University of Wisconsin,"Madison, WI",USA
Arthur Kornberg,1918-03-03,2007-10-26,USA,USA,"Brooklyn, NY","Brooklyn, NY","Brooklyn, NY, USA",-73.9441579,40.6781784,"40.6781784, -73.9441579",USA,USA,"Stanford, CA","Stanford, CA","Stanford, CA, USA",-122.1660756,37.424106,"37.424106, -122.1660756",male,1959,medicine,"""for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid""",Stanford University,"Stanford, CA",USA
James Dewey Watson,1928-04-06,0000-00-00,USA,USA,"Chicago, IL","Chicago, IL","Chicago, IL, USA",-87.6297982,41.8781136,"41.8781136, -87.6297982",,,,,,,,,male,1962,medicine,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",Harvard University,"Cambridge, MA",USA
Peyton Rous,1879-10-05,1970-02-16,USA,USA,"Baltimore, MD","Baltimore, MD","Baltimore, MD, USA",-76.6121893,39.2903848,"39.2903848, -76.6121893",USA,USA,"New York, NY","New York, NY","New York, NY, USA",-74.0059728,40.7127753,"40.7127753, -74.0059728",male,1966,medicine,"""for his discovery of tumour-inducing viruses""",Rockefeller University,"New York, NY",USA
Haldan Keffer Hartline,1903-12-22,1983-03-17,USA,USA,"Bloomsburg, PA","Bloomsburg, PA","Bloomsburg, PA, USA",-76.4549457,41.003698,"41.003698, -76.4549457",USA,USA,"Fallston, MD","Fallston, MD","Fallston, MD, USA",-76.4110732,39.5145515,"39.5145515, -76.4110732",male,1967,medicine,"""for their discoveries concerning the primary physiological and chemical visual processes in the eye""",Rockefeller University,"New York, NY",USA
George Wald,1906-11-18,1997-04-12,USA,USA,"New York, NY","New York, NY","New York, NY, USA",-74.0059728,40.7127753,"40.7127753, -74.0059728",USA,USA,"Cambridge, MA","Cambridge, MA","Cambridge, MA, USA",-71.1097335,42.3736158,"42.3736158, -71.1097335",male,1967,medicine,"""for their discoveries concerning the primary physiological and chemical visual processes in the eye""",Harvard University,"Cambridge, MA",USA
Robert W. Holley,1922-01-28,1993-02-11,USA,USA,"Urbana, IL","Urbana, IL","Urbana, IL, USA",-88.2072697,40.1105875,"40.1105875, -88.2072697",USA,USA,"Los Gatos, CA","Los Gatos, CA","Los Gatos, CA, USA",-121.9623751,37.2358078,"37.2358078, -121.9623751",male,1968,medicine,"""for their interpretation of the genetic code and its function in protein synthesis""",Cornell University,"Ithaca, NY",USA
Marshall W. Nirenberg,1927-04-10,2010-01-15,USA,USA,"New York, NY","New York, NY","New York, NY, USA",-74.0059728,40.7127753,"40.7127753, -74.0059728",USA,USA,"New York, NY","New York, NY","New York, NY, USA",-74.0059728,40.7127753,"40.7127753, -74.0059728",male,1968,medicine,"""for their interpretation of the genetic code and its function in protein synthesis""",National Institutes of Health,"Bethesda, MD",USA
Alfred D. Hershey,1908-12-04,1997-05-22,USA,USA,"Owosso, MI","Owosso, MI","Owosso, MI, USA",-84.1766358,42.9978049,"42.9978049, -84.1766358",USA,USA,"Syosset, NY","Syosset, NY","Syosset, NY, USA",-73.502068,40.8262101,"40.8262101, -73.502068",male,1969,medicine,"""for their discoveries concerning the replication mechanism and the genetic structure of viruses""",Carnegie Institution of Washington,"Long Island, New York, NY",USA
Julius Axelrod,1912-05-30,2004-12-29,USA,USA,"New York, NY","New York, NY","New York, NY, USA",-74.0059728,40.7127753,"40.7127753, -74.0059728",USA,USA,"Rockville, MD","Rockville, MD","Rockville, MD, USA",-77.1527578,39.0839973,"39.0839973, -77.1527578",male,1970,medicine,"""for their discoveries concerning the humoral transmittors in the nerve terminals and the mechanism for their storage, release and inactivation""",National Institutes of Health,"Bethesda, MD",USA
