page,lowercase,pos,count,book,year,story
69,we,PRP,1,Lost in the city : stories /,1993,04: Young Lions
69,went,VBD,1,Lost in the city : stories /,1993,04: Young Lions
69,what,WDT,1,Lost in the city : stories /,1993,04: Young Lions
69,what,WP,2,Lost in the city : stories /,1993,04: Young Lions
69,where,WRB,2,Lost in the city : stories /,1993,04: Young Lions
69,who,WP,2,Lost in the city : stories /,1993,04: Young Lions
69,with,IN,5,Lost in the city : stories /,1993,04: Young Lions
69,without,IN,2,Lost in the city : stories /,1993,04: Young Lions
69,woman,NN,3,Lost in the city : stories /,1993,04: Young Lions
69,work,VB,1,Lost in the city : stories /,1993,04: Young Lions
69,world,NN,1,Lost in the city : stories /,1993,04: Young Lions
69,you,PRP,6,Lost in the city : stories /,1993,04: Young Lions
70,,',1,Lost in the city : stories /,1993,04: Young Lions
70,',',9,Lost in the city : stories /,1993,04: Young Lions
70,re,VBP,3,Lost in the city : stories /,1993,04: Young Lions
70,s,POS,4,Lost in the city : stories /,1993,04: Young Lions
70,s,VBZ,2,Lost in the city : stories /,1993,04: Young Lions
70,",",",",25,Lost in the city : stories /,1993,04: Young Lions
70,0,0,27,Lost in the city : stories /,1993,04: Young Lions
70,?,0,3,Lost in the city : stories /,1993,04: Young Lions
70,``,``,9,Lost in the city : stories /,1993,04: Young Lions
70,a,DT,10,Lost in the city : stories /,1993,04: Young Lions
70,about,IN,1,Lost in the city : stories /,1993,04: Young Lions
70,ai,VBP,1,Lost in the city : stories /,1993,04: Young Lions
70,air,NN,1,Lost in the city : stories /,1993,04: Young Lions
70,all,PDT,1,Lost in the city : stories /,1993,04: Young Lions
70,an,DT,1,Lost in the city : stories /,1993,04: Young Lions
70,and,CC,15,Lost in the city : stories /,1993,04: Young Lions
70,anything,NN,1,Lost in the city : stories /,1993,04: Young Lions
70,arms,NNS,2,Lost in the city : stories /,1993,04: Young Lions
70,as,IN,2,Lost in the city : stories /,1993,04: Young Lions
70,ask,VBP,2,Lost in the city : stories /,1993,04: Young Lions
70,asked,VBN,1,Lost in the city : stories /,1993,04: Young Lions
70,ass,NN,1,Lost in the city : stories /,1993,04: Young Lions
70,authority,NN,1,Lost in the city : stories /,1993,04: Young Lions
70,average,JJ,1,Lost in the city : stories /,1993,04: Young Lions
70,aware,JJ,1,Lost in the city : stories /,1993,04: Young Lions
70,away,RB,1,Lost in the city : stories /,1993,04: Young Lions
70,back,RB,2,Lost in the city : stories /,1993,04: Young Lions
70,be,VB,1,Lost in the city : stories /,1993,04: Young Lions
70,bein,NN,1,Lost in the city : stories /,1993,04: Young Lions
70,between,IN,2,Lost in the city : stories /,1993,04: Young Lions
70,blue,JJ,2,Lost in the city : stories /,1993,04: Young Lions
70,blur,NN,1,Lost in the city : stories /,1993,04: Young Lions
70,but,CC,7,Lost in the city : stories /,1993,04: Young Lions
70,caesar,NNP,5,Lost in the city : stories /,1993,04: Young Lions
70,camera,NN,1,Lost in the city : stories /,1993,04: Young Lions
70,can,MD,3,Lost in the city : stories /,1993,04: Young Lions
70,caught,VBD,1,Lost in the city : stories /,1993,04: Young Lions
70,cause,VB,1,Lost in the city : stories /,1993,04: Young Lions
70,chair,NN,2,Lost in the city : stories /,1993,04: Young Lions
70,changed,VBD,1,Lost in the city : stories /,1993,04: Young Lions
70,chin,NN,2,Lost in the city : stories /,1993,04: Young Lions
70,clean,VB,1,Lost in the city : stories /,1993,04: Young Lions
70,clearly,RB,1,Lost in the city : stories /,1993,04: Young Lions
70,climbing,VBG,1,Lost in the city : stories /,1993,04: Young Lions
70,come,VB,2,Lost in the city : stories /,1993,04: Young Lions
70,come,VBN,1,Lost in the city : stories /,1993,04: Young Lions
70,could,MD,1,Lost in the city : stories /,1993,04: Young Lions
70,crackhead,NN,1,Lost in the city : stories /,1993,04: Young Lions
70,crossed,VBD,1,Lost in the city : stories /,1993,04: Young Lions
70,curious,JJ,1,Lost in the city : stories /,1993,04: Young Lions
70,dark,JJ,2,Lost in the city : stories /,1993,04: Young Lions
70,did,VBD,3,Lost in the city : stories /,1993,04: Young Lions
70,dollars,NNS,1,Lost in the city : stories /,1993,04: Young Lions
70,down,RB,1,Lost in the city : stories /,1993,04: Young Lions
70,edges,NNS,1,Lost in the city : stories /,1993,04: Young Lions
70,either,DT,1,Lost in the city : stories /,1993,04: Young Lions
70,enough,RB,1,Lost in the city : stories /,1993,04: Young Lions
70,even,RB,1,Lost in the city : stories /,1993,04: Young Lions
70,everything,NN,1,Lost in the city : stories /,1993,04: Young Lions
70,expression,NN,1,Lost in the city : stories /,1993,04: Young Lions
70,eyes,NNS,1,Lost in the city : stories /,1993,04: Young Lions
70,fall,NN,1,Lost in the city : stories /,1993,04: Young Lions
70,father,NN,2,Lost in the city : stories /,1993,04: Young Lions
70,finally,RB,1,Lost in the city : stories /,1993,04: Young Lions
70,first,JJ,1,Lost in the city : stories /,1993,04: Young Lions
70,five,CD,1,Lost in the city : stories /,1993,04: Young Lions
70,folded,VBN,1,Lost in the city : stories /,1993,04: Young Lions
70,fools,NNS,1,Lost in the city : stories /,1993,04: Young Lions
70,for,IN,2,Lost in the city : stories /,1993,04: Young Lions
70,forehead,NN,1,Lost in the city : stories /,1993,04: Young Lions
70,forward,RB,1,Lost in the city : stories /,1993,04: Young Lions
70,from,IN,3,Lost in the city : stories /,1993,04: Young Lions
70,front,NN,1,Lost in the city : stories /,1993,04: Young Lions
70,fuckin,JJ,1,Lost in the city : stories /,1993,04: Young Lions
70,gave,VBD,1,Lost in the city : stories /,1993,04: Young Lions
70,give,VB,1,Lost in the city : stories /,1993,04: Young Lions
70,gon,VBP,1,Lost in the city : stories /,1993,04: Young Lions
70,got,VB,1,Lost in the city : stories /,1993,04: Young Lions
70,got,VBD,2,Lost in the city : stories /,1993,04: Young Lions
70,guard,NN,3,Lost in the city : stories /,1993,04: Young Lions
70,had,VBD,4,Lost in the city : stories /,1993,04: Young Lions
70,hard,JJ,1,Lost in the city : stories /,1993,04: Young Lions
70,has,VBZ,1,Lost in the city : stories /,1993,04: Young Lions
70,hat,NN,2,Lost in the city : stories /,1993,04: Young Lions
70,hawaiian,JJ,1,Lost in the city : stories /,1993,04: Young Lions
70,he,PRP,11,Lost in the city : stories /,1993,04: Young Lions
70,head,NN,1,Lost in the city : stories /,1993,04: Young Lions
70,heh,NN,1,Lost in the city : stories /,1993,04: Young Lions
70,heh,RB,1,Lost in the city : stories /,1993,04: Young Lions
70,heroin,NN,2,Lost in the city : stories /,1993,04: Young Lions
70,him,PRP,5,Lost in the city : stories /,1993,04: Young Lions
70,his,PRP$,6,Lost in the city : stories /,1993,04: Young Lions
70,hothead,NN,1,Lost in the city : stories /,1993,04: Young Lions
70,i,PRP,4,Lost in the city : stories /,1993,04: Young Lions
70,if,IN,4,Lost in the city : stories /,1993,04: Young Lions
70,importance,NN,1,Lost in the city : stories /,1993,04: Young Lions
70,in,IN,10,Lost in the city : stories /,1993,04: Young Lions
70,it,PRP,2,Lost in the city : stories /,1993,04: Young Lions
70,job,NN,1,Lost in the city : stories /,1993,04: Young Lions
70,kill,VB,1,Lost in the city : stories /,1993,04: Young Lions
70,kings,NNS,1,Lost in the city : stories /,1993,04: Young Lions
70,knew,VBD,2,Lost in the city : stories /,1993,04: Young Lions
70,last,JJ,1,Lost in the city : stories /,1993,04: Young Lions
70,leaned,VBD,1,Lost in the city : stories /,1993,04: Young Lions
70,leaning,VBG,1,Lost in the city : stories /,1993,04: Young Lions
70,left,JJ,1,Lost in the city : stories /,1993,04: Young Lions
70,like,IN,1,Lost in the city : stories /,1993,04: Young Lions
70,live,VB,3,Lost in the city : stories /,1993,04: Young Lions
70,low,JJ,1,Lost in the city : stories /,1993,04: Young Lions
70,man,NN,7,Lost in the city : stories /,1993,04: Young Lions
70,manny,NNP,4,Lost in the city : stories /,1993,04: Young Lions
70,masks,NNS,1,Lost in the city : stories /,1993,04: Young Lions
70,me,PRP,1,Lost in the city : stories /,1993,04: Young Lions
70,mellowest,JJS,1,Lost in the city : stories /,1993,04: Young Lions
70,million,CD,1,Lost in the city : stories /,1993,04: Young Lions
70,more,JJR,2,Lost in the city : stories /,1993,04: Young Lions
70,more,RBR,1,Lost in the city : stories /,1993,04: Young Lions
70,mouth,NN,2,Lost in the city : stories /,1993,04: Young Lions
70,museum,NN,1,Lost in the city : stories /,1993,04: Young Lions
70,my,PRP$,4,Lost in the city : stories /,1993,04: Young Lions
70,n't,RB,1,Lost in the city : stories /,1993,04: Young Lions
70,na,TO,2,Lost in the city : stories /,1993,04: Young Lions
70,naked,JJ,1,Lost in the city : stories /,1993,04: Young Lions
70,never,RB,1,Lost in the city : stories /,1993,04: Young Lions
70,nose,NN,1,Lost in the city : stories /,1993,04: Young Lions
70,not,RB,1,Lost in the city : stories /,1993,04: Young Lions
70,of,IN,8,Lost in the city : stories /,1993,04: Young Lions
70,old,JJ,1,Lost in the city : stories /,1993,04: Young Lions
70,on,IN,3,Lost in the city : stories /,1993,04: Young Lions
70,once,RB,1,Lost in the city : stories /,1993,04: Young Lions
70,one,CD,1,Lost in the city : stories /,1993,04: Young Lions
70,only,RB,1,Lost in the city : stories /,1993,04: Young Lions
70,our,PRP$,2,Lost in the city : stories /,1993,04: Young Lions
70,out,IN,2,Lost in the city : stories /,1993,04: Young Lions
70,over,IN,1,Lost in the city : stories /,1993,04: Young Lions
70,own,JJ,1,Lost in the city : stories /,1993,04: Young Lions
70,paintings,NNS,2,Lost in the city : stories /,1993,04: Young Lions
70,payin,VBP,1,Lost in the city : stories /,1993,04: Young Lions
70,peek,VB,1,Lost in the city : stories /,1993,04: Young Lions
70,people,NNS,1,Lost in the city : stories /,1993,04: Young Lions
70,photographer,NNP,1,Lost in the city : stories /,1993,04: Young Lions
70,photographs,NNS,2,Lost in the city : stories /,1993,04: Young Lions
70,pictures,NNS,4,Lost in the city : stories /,1993,04: Young Lions
70,pocket,NN,1,Lost in the city : stories /,1993,04: Young Lions
70,pockets,NNS,1,Lost in the city : stories /,1993,04: Young Lions
70,polaroid,NNP,1,Lost in the city : stories /,1993,04: Young Lions
70,probably,RB,1,Lost in the city : stories /,1993,04: Young Lions
70,proof,NN,1,Lost in the city : stories /,1993,04: Young Lions
70,pulled,VBN,1,Lost in the city : stories /,1993,04: Young Lions
70,ready,JJ,2,Lost in the city : stories /,1993,04: Young Lions
70,real,JJ,1,Lost in the city : stories /,1993,04: Young Lions
70,said,VBD,1,Lost in the city : stories /,1993,04: Young Lions
70,said,VBN,2,Lost in the city : stories /,1993,04: Young Lions
70,saw,VBD,1,Lost in the city : stories /,1993,04: Young Lions
70,security,NN,1,Lost in the city : stories /,1993,04: Young Lions
70,see,VB,5,Lost in the city : stories /,1993,04: Young Lions
70,see,VBP,1,Lost in the city : stories /,1993,04: Young Lions
70,seemed,VBD,1,Lost in the city : stories /,1993,04: Young Lions
70,series,NN,1,Lost in the city : stories /,1993,04: Young Lions
70,set,NN,1,Lost in the city : stories /,1993,04: Young Lions
70,sherman,NNP,3,Lost in the city : stories /,1993,04: Young Lions
70,shield,NN,1,Lost in the city : stories /,1993,04: Young Lions
70,shiny,JJ,1,Lost in the city : stories /,1993,04: Young Lions
70,shirts,NNS,1,Lost in the city : stories /,1993,04: Young Lions
70,shit,NN,2,Lost in the city : stories /,1993,04: Young Lions
70,side,NN,2,Lost in the city : stories /,1993,04: Young Lions
70,simply,RB,1,Lost in the city : stories /,1993,04: Young Lions
70,sixteenth,NNP,1,Lost in the city : stories /,1993,04: Young Lions
70,slightly,RB,1,Lost in the city : stories /,1993,04: Young Lions
70,small,JJ,1,Lost in the city : stories /,1993,04: Young Lions
70,some,DT,2,Lost in the city : stories /,1993,04: Young Lions
70,someone,NN,1,Lost in the city : stories /,1993,04: Young Lions
70,stand,VB,2,Lost in the city : stories /,1993,04: Young Lions
70,standing,NN,1,Lost in the city : stories /,1993,04: Young Lions
70,still,RB,1,Lost in the city : stories /,1993,04: Young Lions
70,stop,VB,1,Lost in the city : stories /,1993,04: Young Lions
70,street,NNP,1,Lost in the city : stories /,1993,04: Young Lions
70,studied,VBD,1,Lost in the city : stories /,1993,04: Young Lions
70,subject,NN,1,Lost in the city : stories /,1993,04: Young Lions
70,such,JJ,1,Lost in the city : stories /,1993,04: Young Lions
70,take,VB,2,Lost in the city : stories /,1993,04: Young Lions
70,tell,VB,1,Lost in the city : stories /,1993,04: Young Lions
70,than,IN,1,Lost in the city : stories /,1993,04: Young Lions
70,that,DT,2,Lost in the city : stories /,1993,04: Young Lions
70,that,IN,4,Lost in the city : stories /,1993,04: Young Lions
70,the,DT,29,Lost in the city : stories /,1993,04: Young Lions
70,them,PRP,2,Lost in the city : stories /,1993,04: Young Lions
70,then,RB,1,Lost in the city : stories /,1993,04: Young Lions
70,they,PRP,4,Lost in the city : stories /,1993,04: Young Lions
70,thin,JJ,1,Lost in the city : stories /,1993,04: Young Lions
70,thing,NN,2,Lost in the city : stories /,1993,04: Young Lions
70,though,IN,1,Lost in the city : stories /,1993,04: Young Lions
70,time,NN,3,Lost in the city : stories /,1993,04: Young Lions
70,to,TO,9,Lost in the city : stories /,1993,04: Young Lions
70,took,VBD,1,Lost in the city : stories /,1993,04: Young Lions
70,turning,VBG,1,Lost in the city : stories /,1993,04: Young Lions
70,two,CD,3,Lost in the city : stories /,1993,04: Young Lions
70,uniform,NN,1,Lost in the city : stories /,1993,04: Young Lions
70,up,RP,1,Lost in the city : stories /,1993,04: Young Lions
70,walls,NNS,1,Lost in the city : stories /,1993,04: Young Lions
70,wan,VBP,1,Lost in the city : stories /,1993,04: Young Lions
70,want,VB,1,Lost in the city : stories /,1993,04: Young Lions
70,wanted,VBD,1,Lost in the city : stories /,1993,04: Young Lions
70,was,VBD,12,Lost in the city : stories /,1993,04: Young Lions
70,watch,NN,2,Lost in the city : stories /,1993,04: Young Lions
70,we,PRP,6,Lost in the city : stories /,1993,04: Young Lions
70,wearin,JJ,1,Lost in the city : stories /,1993,04: Young Lions
70,well,UH,1,Lost in the city : stories /,1993,04: Young Lions
70,were,VBD,2,Lost in the city : stories /,1993,04: Young Lions
70,what,WP,1,Lost in the city : stories /,1993,04: Young Lions
70,when,WRB,1,Lost in the city : stories /,1993,04: Young Lions
70,where,WRB,2,Lost in the city : stories /,1993,04: Young Lions
70,whose,WP$,1,Lost in the city : stories /,1993,04: Young Lions
70,wild,JJ,1,Lost in the city : stories /,1993,04: Young Lions
70,winter,NN,1,Lost in the city : stories /,1993,04: Young Lions
70,with,IN,7,Lost in the city : stories /,1993,04: Young Lions
70,wore,VBD,1,Lost in the city : stories /,1993,04: Young Lions
70,world,NN,2,Lost in the city : stories /,1993,04: Young Lions
70,would,MD,2,Lost in the city : stories /,1993,04: Young Lions
70,years,NNS,1,Lost in the city : stories /,1993,04: Young Lions
70,you,PRP,7,Lost in the city : stories /,1993,04: Young Lions
70,your,PRP$,2,Lost in the city : stories /,1993,04: Young Lions
71,',',6,Lost in the city : stories /,1993,04: Young Lions
71,ll,MD,1,Lost in the city : stories /,1993,04: Young Lions
71,s,POS,1,Lost in the city : stories /,1993,04: Young Lions
71,s,VBZ,1,Lost in the city : stories /,1993,04: Young Lions
71,",",",",19,Lost in the city : stories /,1993,04: Young Lions
71,-0,:,1,Lost in the city : stories /,1993,04: Young Lions
71,--,:,2,Lost in the city : stories /,1993,04: Young Lions
71,-rcb-,-RRB-,1,Lost in the city : stories /,1993,04: Young Lions
71,0,0,23,Lost in the city : stories /,1993,04: Young Lions
71,:,:,1,Lost in the city : stories /,1993,04: Young Lions
71,?,0,1,Lost in the city : stories /,1993,04: Young Lions
71,`,``,1,Lost in the city : stories /,1993,04: Young Lions
71,``,``,6,Lost in the city : stories /,1993,04: Young Lions
71,a,DT,8,Lost in the city : stories /,1993,04: Young Lions
71,about,IN,1,Lost in the city : stories /,1993,04: Young Lions
71,act,NNP,1,Lost in the city : stories /,1993,04: Young Lions
71,adults,NNS,1,Lost in the city : stories /,1993,04: Young Lions
71,afraid,JJ,2,Lost in the city : stories /,1993,04: Young Lions
71,after,IN,2,Lost in the city : stories /,1993,04: Young Lions
71,ages,NNS,1,Lost in the city : stories /,1993,04: Young Lions
71,all,DT,4,Lost in the city : stories /,1993,04: Young Lions
71,always,RB,1,Lost in the city : stories /,1993,04: Young Lions
71,an,DT,1,Lost in the city : stories /,1993,04: Young Lions
71,and,CC,11,Lost in the city : stories /,1993,04: Young Lions
71,any,DT,1,Lost in the city : stories /,1993,04: Young Lions
71,apartment,NN,1,Lost in the city : stories /,1993,04: Young Lions
71,art,NN,1,Lost in the city : stories /,1993,04: Young Lions
71,as,IN,3,Lost in the city : stories /,1993,04: Young Lions
71,at,IN,3,Lost in the city : stories /,1993,04: Young Lions
71,back,RB,2,Lost in the city : stories /,1993,04: Young Lions
71,bamas,NNP,1,Lost in the city : stories /,1993,04: Young Lions
71,be,VB,5,Lost in the city : stories /,1993,04: Young Lions
71,been,VBN,2,Lost in the city : stories /,1993,04: Young Lions
71,before,IN,1,Lost in the city : stories /,1993,04: Young Lions
71,beginning,NN,1,Lost in the city : stories /,1993,04: Young Lions
71,being,VBG,1,Lost in the city : stories /,1993,04: Young Lions
71,big,JJ,1,Lost in the city : stories /,1993,04: Young Lions
71,bit,NN,1,Lost in the city : stories /,1993,04: Young Lions
71,blocks,NNS,1,Lost in the city : stories /,1993,04: Young Lions
71,brightened,VBD,1,Lost in the city : stories /,1993,04: Young Lions
71,brought,VBD,1,Lost in the city : stories /,1993,04: Young Lions
71,bus,NN,4,Lost in the city : stories /,1993,04: Young Lions
71,but,CC,4,Lost in the city : stories /,1993,04: Young Lions
71,caesar,NNP,2,Lost in the city : stories /,1993,04: Young Lions
71,carol,NNP,1,Lost in the city : stories /,1993,04: Young Lions
71,come,VBN,1,Lost in the city : stories /,1993,04: Young Lions
71,considered,VBN,1,Lost in the city : stories /,1993,04: Young Lions
71,days,NNS,1,Lost in the city : stories /,1993,04: Young Lions
71,did,VBD,1,Lost in the city : stories /,1993,04: Young Lions
71,down,RB,1,Lost in the city : stories /,1993,04: Young Lions
71,down,RP,1,Lost in the city : stories /,1993,04: Young Lions
71,downtown,NN,1,Lost in the city : stories /,1993,04: Young Lions
71,each,DT,1,Lost in the city : stories /,1993,04: Young Lions
71,easiest,JJS,1,Lost in the city : stories /,1993,04: Young Lions
71,elephant,NN,1,Lost in the city : stories /,1993,04: Young Lions
71,empty,JJ,1,Lost in the city : stories /,1993,04: Young Lions
71,except,IN,1,Lost in the city : stories /,1993,04: Young Lions
71,excited,VBN,1,Lost in the city : stories /,1993,04: Young Lions
71,exhausted,VBN,1,Lost in the city : stories /,1993,04: Young Lions
71,favor,NN,1,Lost in the city : stories /,1993,04: Young Lions
71,favorite,JJ,1,Lost in the city : stories /,1993,04: Young Lions
71,feet,NNS,1,Lost in the city : stories /,1993,04: Young Lions
71,felt,VBD,1,Lost in the city : stories /,1993,04: Young Lions
71,few,JJ,1,Lost in the city : stories /,1993,04: Young Lions
71,fifties,NNS,1,Lost in the city : stories /,1993,04: Young Lions
71,figured,VBD,2,Lost in the city : stories /,1993,04: Young Lions
71,fine,NN,1,Lost in the city : stories /,1993,04: Young Lions
71,first,JJ,1,Lost in the city : stories /,1993,04: Young Lions
71,following,VBG,1,Lost in the city : stories /,1993,04: Young Lions
71,for,IN,5,Lost in the city : stories /,1993,04: Young Lions
71,forehead,NN,1,Lost in the city : stories /,1993,04: Young Lions
71,fridayjf,NNP,1,Lost in the city : stories /,1993,04: Young Lions
71,from,IN,4,Lost in the city : stories /,1993,04: Young Lions
71,full,JJ,1,Lost in the city : stories /,1993,04: Young Lions
71,go,VB,1,Lost in the city : stories /,1993,04: Young Lions
71,got,VBD,2,Lost in the city : stories /,1993,04: Young Lions
71,guy,NN,1,Lost in the city : stories /,1993,04: Young Lions
71,had,VBD,7,Lost in the city : stories /,1993,04: Young Lions
71,had,VBN,1,Lost in the city : stories /,1993,04: Young Lions
71,he,PRP,15,Lost in the city : stories /,1993,04: Young Lions
71,heard,VBD,1,Lost in the city : stories /,1993,04: Young Lions
71,heh,NN,1,Lost in the city : stories /,1993,04: Young Lions
71,heh,RB,1,Lost in the city : stories /,1993,04: Young Lions
71,her,PRP$,4,Lost in the city : stories /,1993,04: Young Lions
71,his,PRP$,5,Lost in the city : stories /,1993,04: Young Lions
71,hospital,NN,1,Lost in the city : stories /,1993,04: Young Lions
71,house,NN,2,Lost in the city : stories /,1993,04: Young Lions
71,housemates,NNS,1,Lost in the city : stories /,1993,04: Young Lions
71,i,PRP,4,Lost in the city : stories /,1993,04: Young Lions
71,if,IN,3,Lost in the city : stories /,1993,04: Young Lions
71,in,IN,7,Lost in the city : stories /,1993,04: Young Lions
71,isherman,NN,1,Lost in the city : stories /,1993,04: Young Lions
71,it,PRP,2,Lost in the city : stories /,1993,04: Young Lions
71,just,RB,1,Lost in the city : stories /,1993,04: Young Lions
71,kissing,VBG,1,Lost in the city : stories /,1993,04: Young Lions
71,lady,NN,1,Lost in the city : stories /,1993,04: Young Lions
71,larger,JJR,1,Lost in the city : stories /,1993,04: Young Lions
71,last,JJ,1,Lost in the city : stories /,1993,04: Young Lions
71,late,JJ,1,Lost in the city : stories /,1993,04: Young Lions
71,later,RB,2,Lost in the city : stories /,1993,04: Young Lions
71,learned,VBD,2,Lost in the city : stories /,1993,04: Young Lions
71,least,JJS,2,Lost in the city : stories /,1993,04: Young Lions
71,life,NN,1,Lost in the city : stories /,1993,04: Young Lions
71,like,IN,1,Lost in the city : stories /,1993,04: Young Lions
71,lived,VBD,1,Lost in the city : stories /,1993,04: Young Lions
71,look,VB,1,Lost in the city : stories /,1993,04: Young Lions
71,loudly,RB,1,Lost in the city : stories /,1993,04: Young Lions
71,manny,NNP,3,Lost in the city : stories /,1993,04: Young Lions
71,me,PRP,1,Lost in the city : stories /,1993,04: Young Lions
71,men,NNS,1,Lost in the city : stories /,1993,04: Young Lions
71,months,NNS,1,Lost in the city : stories /,1993,04: Young Lions
71,morning,NN,1,Lost in the city : stories /,1993,04: Young Lions
71,movin,NN,1,Lost in the city : stories /,1993,04: Young Lions
71,museum,NN,1,Lost in the city : stories /,1993,04: Young Lions
71,my,PRP$,2,Lost in the city : stories /,1993,04: Young Lions
71,new,JJ,1,Lost in the city : stories /,1993,04: Young Lions
71,not,RB,3,Lost in the city : stories /,1993,04: Young Lions
71,of,IN,8,Lost in the city : stories /,1993,04: Young Lions
71,off,RP,1,Lost in the city : stories /,1993,04: Young Lions
71,okay,JJ,1,Lost in the city : stories /,1993,04: Young Lions
71,old,JJ,2,Lost in the city : stories /,1993,04: Young Lions
71,older,JJR,2,Lost in the city : stories /,1993,04: Young Lions
71,on,IN,1,Lost in the city : stories /,1993,04: Young Lions
71,one,CD,2,Lost in the city : stories /,1993,04: Young Lions
71,only,RB,1,Lost in the city : stories /,1993,04: Young Lions
71,or,CC,2,Lost in the city : stories /,1993,04: Young Lions
71,other,JJ,1,Lost in the city : stories /,1993,04: Young Lions
71,out,IN,1,Lost in the city : stories /,1993,04: Young Lions
71,owed,VBD,1,Lost in the city : stories /,1993,04: Young Lions
71,own,JJ,1,Lost in the city : stories /,1993,04: Young Lions
71,paintings,NNS,1,Lost in the city : stories /,1993,04: Young Lions
71,parents,NNS,1,Lost in the city : stories /,1993,04: Young Lions
71,people,NNS,1,Lost in the city : stories /,1993,04: Young Lions
71,perhaps,RB,1,Lost in the city : stories /,1993,04: Young Lions
71,pick,VB,1,Lost in the city : stories /,1993,04: Young Lions
71,pictures,NNS,2,Lost in the city : stories /,1993,04: Young Lions
71,place,NN,1,Lost in the city : stories /,1993,04: Young Lions
71,pocket,NN,1,Lost in the city : stories /,1993,04: Young Lions
71,pretend,VB,1,Lost in the city : stories /,1993,04: Young Lions
71,pretending,VBG,1,Lost in the city : stories /,1993,04: Young Lions
71,putting,VBG,1,Lost in the city : stories /,1993,04: Young Lions
71,re,NN,1,Lost in the city : stories /,1993,04: Young Lions
71,real,JJ,1,Lost in the city : stories /,1993,04: Young Lions
71,retarded,JJ,1,Lost in the city : stories /,1993,04: Young Lions
71,retarded,VBN,2,Lost in the city : stories /,1993,04: Young Lions
71,returning,VBG,1,Lost in the city : stories /,1993,04: Young Lions
71,said,VBD,1,Lost in the city : stories /,1993,04: Young Lions
71,saw,VBD,1,Lost in the city : stories /,1993,04: Young Lions
71,saying,VBG,2,Lost in the city : stories /,1993,04: Young Lions
71,see,VB,3,Lost in the city : stories /,1993,04: Young Lions
71,seven,CD,2,Lost in the city : stories /,1993,04: Young Lions
71,seven,NNP,1,Lost in the city : stories /,1993,04: Young Lions
71,share,VB,1,Lost in the city : stories /,1993,04: Young Lions
71,sherman,NNP,1,Lost in the city : stories /,1993,04: Young Lions
71,since,IN,2,Lost in the city : stories /,1993,04: Young Lions
71,six,CD,1,Lost in the city : stories /,1993,04: Young Lions
71,smart,JJ,2,Lost in the city : stories /,1993,04: Young Lions
71,smithsonian,NNP,1,Lost in the city : stories /,1993,04: Young Lions
71,so,IN,1,Lost in the city : stories /,1993,04: Young Lions
71,so,RB,1,Lost in the city : stories /,1993,04: Young Lions
71,something,NN,1,Lost in the city : stories /,1993,04: Young Lions
71,soul,NN,1,Lost in the city : stories /,1993,04: Young Lions
71,spoke,VBD,1,Lost in the city : stories /,1993,04: Young Lions
71,stood,VBN,1,Lost in the city : stories /,1993,04: Young Lions
71,stop,NN,1,Lost in the city : stories /,1993,04: Young Lions
71,suddenly,RB,1,Lost in the city : stories /,1993,04: Young Lions
71,ta,TO,1,Lost in the city : stories /,1993,04: Young Lions
71,taken,VBN,1,Lost in the city : stories /,1993,04: Young Lions
71,talked,VBD,2,Lost in the city : stories /,1993,04: Young Lions
71,tapped,VBD,1,Lost in the city : stories /,1993,04: Young Lions
71,ten,CD,1,Lost in the city : stories /,1993,04: Young Lions
71,that,DT,2,Lost in the city : stories /,1993,04: Young Lions
71,that,IN,3,Lost in the city : stories /,1993,04: Young Lions
71,that,WDT,1,Lost in the city : stories /,1993,04: Young Lions
71,the,DT,29,Lost in the city : stories /,1993,04: Young Lions
71,theift,NN,1,Lost in the city : stories /,1993,04: Young Lions
71,them,PRP,4,Lost in the city : stories /,1993,04: Young Lions
71,then,RB,1,Lost in the city : stories /,1993,04: Young Lions
71,there,RB,4,Lost in the city : stories /,1993,04: Young Lions
71,they,PRP,7,Lost in the city : stories /,1993,04: Young Lions
71,things,NNS,1,Lost in the city : stories /,1993,04: Young Lions
71,thirty,CD,1,Lost in the city : stories /,1993,04: Young Lions
71,this,DT,1,Lost in the city : stories /,1993,04: Young Lions
71,thought,VBD,1,Lost in the city : stories /,1993,04: Young Lions
71,three,CD,1,Lost in the city : stories /,1993,04: Young Lions
71,time,NN,1,Lost in the city : stories /,1993,04: Young Lions
71,to,TO,8,Lost in the city : stories /,1993,04: Young Lions
71,too,RB,1,Lost in the city : stories /,1993,04: Young Lions
71,took,VBD,2,Lost in the city : stories /,1993,04: Young Lions
71,tourists,NNS,1,Lost in the city : stories /,1993,04: Young Lions
71,town,NN,1,Lost in the city : stories /,1993,04: Young Lions
71,two,CD,4,Lost in the city : stories /,1993,04: Young Lions
71,up,RP,1,Lost in the city : stories /,1993,04: Young Lions
71,upon,IN,1,Lost in the city : stories /,1993,04: Young Lions
71,various,JJ,1,Lost in the city : stories /,1993,04: Young Lions
71,very,RB,1,Lost in the city : stories /,1993,04: Young Lions
71,waiting,VBG,2,Lost in the city : stories /,1993,04: Young Lions
71,was,VBD,7,Lost in the city : stories /,1993,04: Young Lions
71,weakest,JJS,1,Lost in the city : stories /,1993,04: Young Lions
71,week,NN,1,Lost in the city : stories /,1993,04: Young Lions
71,were,VBD,6,Lost in the city : stories /,1993,04: Young Lions
