script_id,imdb_id,title,year,gross,lines_data
6373,tt0146675,End of Days,1999,114,46673223443461300000000000000000000000000000000000
6522,tt1855199,End of Watch,2012,44,7777777766677280000000000000000000000000000000000000000000000000000000000000000
2222,tt0120660,Enemy of the State,1998,207,777344357777774000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2226,tt0278435,Enough,2002,58,10000001333335600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
5399,tt2390361,Enough Said,2013,18,1230015444200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8532,tt0070034,Enter the Dragon,1973,,7676777777777770000000000000000000000000000
2227,tt0137494,Entrapment,1999,150,4432323244336550000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2232,tt0238380,Equilibrium,2002,1,77777736653677500000000
2234,tt0097289,Erik the Viking,1989,4,34343555477633500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4169,tt0195685,Erin Brockovich,2000,203,3423244310012440000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6113,tt0079116,Escape from Alcatraz,1979,126,7777777777777780000000000000000000000000000000000
892,tt0116225,Escape from L.A.,1996,49,10434777637777700000000000000000000000000000000000000000000000000
2239,tt0082340,Escape from New York,1981,78,7777777777777770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2240,tt0338013,Eternal Sunshine of the Spotless Mind,2004,47,334134234343434000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2243,tt0106834,Even Cowgirls Get the Blues,1993,3,72003336354402300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2244,tt0119081,Event Horizon,1997,50,7656455574675580000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8627,tt1945084,Everly,2014,,2634340000017400000000000000000000000000000000000000000000000000000
7937,tt1531663,Everything Must Go,2010,2,77777777776677800000000000000000000000000000000000000000000000000000000000000000000000000000000000
6093,tt1828970,Evidence,2013,,432103400122324000000000000000000000000000000000000000000000000000000000000000000000000
4178,tt0892051,Evil Angel,2009,,4433666556655570000000000000000000000000000000000000000000000000000000000000000000000000000000
4183,tt0083908,Evil Under the Sun,1982,13,642243255541247000000000000000000000000000000000000000000000000000000000000000000000000000000000
5400,tt0470752,Ex Machina,2015,26,777777777777763000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
901,tt0116253,Executive Decision,1996,135,6277777777777780000000000000000000000000000000000000000000000000000000000000
6973,tt0120907,eXistenZ,1999,4,27576324445333300000000000000000000000000000000000000000000000000000000000000000000000000000
6918,tt1528100,Exodus: Gods and Kings,2014,69,75777557677777800000000000000000000000000000000000000000000000000000
6148,tt0204313,Exorcist: The Beginning,2004,58,777777777774438000000000000000000000000000000000
2254,tt1225822,Extract,2009,12,726677777247265000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
898,tt0120663,Eyes Wide Shut,1999,95,364773320365774000000000000000000000000000000000000000000000000000000000000000000000000000000000
902,tt0119094,Face/Off,1997,212,6777733667447440000000000000000000000000000000000000000000000000000
8845,tt0119099,Fallen,1998,46,77777676677777800000000000000000000000000000000000000000000000000000000000000000
7089,tt0074512,Family Plot,1976,,443465351475378000000000000000000000000000000
2265,tt0120667,Fantastic Four,2005,210,775477546747756000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2266,tt0432283,Fantastic Mr. Fox,2009,24,45444477777777500000000000000000000000000000000000000000000000000000000000000000000
4198,tt0060397,Fantastic Voyage,1966,,77777777777777800000000000000000000000000000000000000000000000000000000000000000000000
4199,tt0297884,Far from Heaven,2002,23,21110100013243400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
5401,tt2935476,Far from the Madding Crowd,2015,12,44333452263224300000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8241,tt0097334,Farewell to the King,1989,5,767777777777778000000000
2267,tt0116282,Fargo,1996,48,5777776657776740000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
906,tt0083929,Fast Times at Ridgemont High,1982,,2776000564777760000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2273,tt0106873,Fatal Instinct,1993,16,77643357733753500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
5309,tt0101862,Father of the Bride,1991,184,63464253233334400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2276,tt0120669,Fear and Loathing in Las Vegas,1998,19,777777777777778000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4204,tt0362636,Fear of Clowns,2004,,2443031344341340000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
910,tt0426459,Feast,2005,,76447755763777400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
909,tt0091042,Ferris Bueller's Day Off,1986,164,5445314467777650000000000000000000000000000000000000000000000000000000000000000000000000000
2282,tt0097351,Field of Dreams,1989,141,774343445334343000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
912,tt0137523,Fight Club,1999,63,6200000177777780000000000000000000000000000000000000000000000000000000000000
915,tt0195714,Final Destination,2000,86,771457444637757000000000000000000000000
2294,tt0309593,Final Destination 2,2003,67,3224363424333440000000000000000000000000000000000000000000000000000000000000000000
7904,tt0414982,Final Destination 3,2006,71,40233022423545200000000000000000000000000000000000000000000000000000000000000
4214,tt2219868,Finders Keepers: The Root of All Evil,2013,,4444253474623330000000000000000000000000000000000000000000000000000000000000000000
2296,tt0266543,Finding Nemo,2003,549,434347777777767000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6539,tt0087262,Firestarter,1984,39,3626442376746630000000000000000
916,tt0065724,Five Easy Pieces,1970,,3334445433245450000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4218,tt0240507,Five Feet High and Rising,2000,,1677755444532780000000000000000
7154,tt0418689,Flags of Our Fathers,2006,44,5774777777776540000000000000000000000000000000000000000000000000000000000
2299,tt0080745,Flash Gordon,1980,,647566565646675000000000000000000000000000000000000000000000000000
917,tt0089155,Fletch,1985,114,77777777555777700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2303,tt1907668,Flight,2012,102,55754466767777700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4220,tt0408790,Flightplan,2005,121,350000202445303000000000000000000000000000000000000000000000000000000000000000
4221,tt1405500,For Colored Girls,2010,41,11000011003520400000000000000000000000000000000000000000000000000000000000000000000000000
6100,tt0082398,For Your Eyes Only,1981,194,74677757534624800000
8850,tt0800039,Forgetting Sarah Marshall,2008,76,745434777774354000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
921,tt0109830,Forrest Gump,1994,686,7624542575745660000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
7378,tt1341167,Four Lions,2010,,77777777777777800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2311,tt0113101,Four Rooms,1995,8,7143434343223210000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2313,tt1100089,Foxcatcher,2014,12,65777777777777700000000000000000000000000000000000000000000000000000000000000000000000000000
2314,tt0488120,Fracture,2007,49,54435777765677800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4227,tt0264616,Frailty,2001,20,3777777777777780000000000000000000000000000000000000000000000000000000000000000000000000000
2316,tt0083967,Frances,1982,14,34434353332342000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8521,tt0021884,Frankenstein,1931,298,6343446777777780000000000000000000000000000000000000000000
5404,tt1142977,Frankenweenie,2012,38,335455747543634000000000000000000000000000000000
2325,tt0329101,Freddy vs. Jason,2003,118,32003132256147800000000000000000000000000000000000000000000000000000000000000000000
6356,tt0101917,Freddy's Dead: The Final Nightmare,1991,72,5613657446547750000000000000000000000000000000000
6333,tt0073018,French Connection II,1975,,77777777777777
2331,tt0186151,Frequency,2000,72,77777534645777900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2334,tt0080761,Friday the 13th,1980,121,3420055536545440000000000000000000000000000000000000000000
7174,tt0758746,Friday the 13th,2009,75,574646233556455000000000000000000000000000000
4235,tt0083972,Friday the 13th Part III,1982,107,222226143353438000000000000000000000000000000000000000
926,tt0097388,Friday the 13th Part VIII: Jason Takes Manhattan,1989,31,77777401255774500000000000000000000000000000000000000000000000000000000000
4241,tt0101921,Fried Green Tomatoes,1991,165,3204203331200210000000000000000000000000000000000000000000000000000000000000000
6042,tt1632708,Friends with Benefits,2011,61,5333353133323230000000000000000000000000000000000000000000000000000000000000000000000000000
2337,tt1438176,Fright Night,2011,20,143322373253358000000000000000000000000000000000000000000000000000000000000000000000000000
2338,tt0116367,From Dusk Till Dawn,1996,20,7777777745447670000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6196,tt0120860,From Dusk Till Dawn 2: Texas Blood Money,1999,,774767777777768000000000000000000000000000000000000000
6965,tt0870111,Frost/Nixon,2008,22,7777777777777780000000000000000000000000000000000000000000000000000000000000000000000000000000
2343,tt2294629,Frozen,2013,429,247345243432341000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2344,tt0978759,Frozen River,2008,3,45434434343323100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2346,tt2334649,Fruitvale Station,2013,17,343423334437554000000000000000000000000000000000000000000000000000000000000000000000000000000
2350,tt0093058,Full Metal Jacket,1987,103,77777777777777700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4251,tt0369441,Fun with Dick and Jane,2005,149,6634450452430
2352,tt1201167,Funny People,2009,60,667777757777779000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6270,tt2713180,Fury,2014,91,7777777777777780000000000000000000000000000000000000000000000000000000000000000000
937,tt0119173,G.I. Jane,1997,91,330543410243213000000000000000000000000000000000000000000000000000000000000000000
935,tt1046173,G.I. Joe: The Rise of Cobra,2009,174,7777777777775570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4256,tt0177789,Galaxy Quest,1999,122,4556556776766570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2358,tt0425055,Game 6,2005,,774343455454358000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
939,tt1034032,Gamer,2009,23,765444547677745000000000000000000000000000000000000
2368,tt0083987,Gandhi,1982,,67777777777777800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2370,tt0118900,Gang Related,1997,10,776652467777778000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
942,tt0217505,Gangs of New York,2002,116,77777777777727800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
7849,tt1321870,Gangster Squad,2013,49,777777764477638000000000000000000000000000000000000000000000000000000000000000
2374,tt0333766,Garden State,2004,37,4677777346777780000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
941,tt0119177,Gattaca,1997,23,76167777777777800000000000000000000000000000000000000
2380,tt0208988,Get Carter,2000,24,77774333367565500000000000000000000000000000000000000000000000000000000000000000000000
7858,tt2561572,Get Hard,2015,93,773577463455678000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4260,tt1226229,Get Him to the Greek,2010,67,7566744677777740000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2382,tt1194263,Get Low,2009,10,77777765677777700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
5408,tt2473602,Get on Up,2014,32,57777777775325800000000000000000000000000000000000000000000000000000000000000000000000000
2384,tt0113161,Get Shorty,1995,144,777777775473338000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2389,tt0099653,Ghost,1990,448,44377474335353400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2396,tt0288477,Ghost Ship,2002,45,47775553576777700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
7324,tt0082449,Ghost Story,1981,,77604653477776700000000000000000000000000000
7329,tt0995039,Ghost Town,2008,15,777473547567764000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2399,tt0162346,Ghost World,2001,9,33201310000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
7290,tt0087332,Ghostbusters,1984,592,4777775677777780000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2405,tt0097428,Ghostbusters II,1989,245,425777477444426000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
953,tt0210070,Ginger Snaps,2000,,2100001034100000000000000000000000000000000000000000000000000000000000000000
5315,tt0335119,Girl with a Pearl Earring,2003,16,146353564556141000000000000000000000000000000000000000000000000
2408,tt0172495,Gladiator,2000,303,546777777777778000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8063,tt0097438,Gleaming the Cube,1989,6,67765776664777800000000000000000000000000000000000000000000000000000000000
2412,tt0104348,Glengarry Glen Ross,1992,22,777777777777778000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8572,tt0080798,Gloria,1980,,61125421433454600000000000000000000
8411,tt0097441,Glory,1989,58,2777547777777620000000000000000000000000000000000000000000000000000000000000
8871,tt0385726,Glory Road,2006,56,3677677777777780000000000000000000000000000000000000000000000000000000000000000000000000000
2413,tt0139239,Go,1999,28,345423234321545000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2419,tt0120684,Gods and Monsters,1998,11,576674576777778000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6099,tt0113189,GoldenEye,1995,214,47644553525457800
6271,tt2267998,Gone Girl,2014,178,6424353436433120000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8050,tt0187078,Gone in Sixty Seconds,2000,164,777777777773343000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4286,tt0452625,Good Luck Chuck,2007,44,7564345357747780000000000000000000000000000000000000000000000000000000000000000
8881,tt0433383,"Good Night, and Good Luck.",2005,42,3057677756676530000000000000000000000000000000000000000000
2427,tt0119217,Good Will Hunting,1997,261,777777777777368000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4292,tt0099685,Goodfellas,1990,96,7777577767777770000000000000000000000000000000000000000000000000000000000000000000
6515,tt0280707,Gosford Park,2001,63,4201233162443450000000000000000000000000000000000000000000000
962,tt0348836,Gothika,2003,85,1434203334443330000000000000000000000000000000000000000000000000000000000000000000000000000000
2436,tt1205489,Gran Torino,2008,179,777346774367777000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2438,tt0022958,Grand Hotel,1932,,465677777777778000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2440,tt0338075,Grand Theft Parsons,2003,,546644533334635000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
5410,tt4270516,Grandma,2015,7,44332410000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2445,tt1454468,Gravity,2013,293,45644273344566500000000000000000000000000000000000000000000000000000
8887,tt1133985,Green Lantern,2011,128,7767663526454330000000000000000000000000000000000000000000000000000000000000000
4306,tt0947810,Green Zone,2010,38,77777777777754800000000000000000000000000000000000000000000000000000000000000000000000000000000
4308,tt1234654,Greenberg,2010,4,100000003333234000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
971,tt0087363,Gremlins,1984,383,775455667744358000000000000000000000000000000000000000000000000
973,tt0099700,Gremlins 2: The New Batch,1990,85,74446357467776500000000000000000000000000000000000000000000
6140,tt0462322,Grindhouse,2007,31,6377444754443440000000000000000000000000000000000000000000000000000000000000
974,tt0119229,Grosse Pointe Blank,1997,53,77776732343337700000000000000000000000000000000000000000000000000000000000000000000000000000
975,tt0107048,Groundhog Day,1993,148,744474444676355000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2462,tt0113243,Hackers,1995,15,77761457677357800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2465,tt0480687,Hall Pass,2011,49,76456315625343400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6836,tt0077651,Halloween,1978,174,5334353752000000000000000000000000000000000000
4311,tt0373883,Halloween,2007,73,7744324410000000000000000000000000000000000000000000000000000000
4315,tt0095271,Halloween 4: The Return of Michael Myers,1988,37,3265002311067730000000000000000000000000000000000000000000000000000000000
6119,tt0097474,Halloween 5,1989,25,2132315550741230000000000000000000000000
4317,tt0120694,Halloween H20: 20 Years Later,1998,102,34541333322334200000000000000000000000000000000000000000000000000000000000
6837,tt0082495,Halloween II,1981,79,45316733724261300000000000000000000000000
4319,tt0220506,Halloween: Resurrection,2002,45,27735123663574500000000000000000000000000000000000000000000000000000
978,tt0113253,Halloween: The Curse of Michael Myers,1995,30,323265776167443000000000000000000000000000000000000000000000000
2470,tt0993842,Hanna,2011,44,345543444353645000000000000000000000000000000000000000000000000000000000000000000000
2472,tt0091167,Hannah and Her Sisters,1986,94,574100001002314000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6568,tt0212985,Hannibal,2001,253,21446521303443600000000000000000000000000000000000000000000000
6315,tt0367959,Hannibal Rising,2007,35,77775037477777500000000000000000000000000000000000000000000000000
6958,tt0079268,Hanover Street,1979,,7777777777777720000000000000000000000000000000000000000000000000000000000000
983,tt0067180,"Happy Birthday, Wanda June",1971,,43343454665343700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4328,tt0210094,Happy Campers,2001,,2575633424304670000000000000000000000000000000000000000000000000000000000000000000000000000000
2483,tt0366548,Happy Feet,2006,262,7675571427776580000000000000000000000000000
985,tt0120696,Hard Rain,1998,36,7777777777777780000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8404,tt0073092,Hard Times,1975,21,6777777747777780000000000000000000000000000000000000000000
986,tt0099739,Hard to Kill,1990,97,57677777766447700000000000000000000000000000000000000
4333,tt0079271,Hardcore,1979,,6454343101554780000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4334,tt0099740,Hardware,1990,11,3577777777777760000000000000000000000000000000000000000000
988,tt0366551,Harold & Kumar Go to White Castle,2004,25,77776457777777800000000000000000000000000000000000000000000000000000000000000000000000000000000
4337,tt0067185,Harold and Maude,1971,,147677531331234000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
7607,tt0060490,Harper,1966,,44762145425770600000
989,tt0295297,Harry Potter and the Chamber of Secrets,2002,392,777777777764359000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2492,tt0330373,Harry Potter and the Goblet of Fire,2005,393,5477677676644680000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4339,tt0417741,Harry Potter and the Half-Blood Prince,2009,350,1333377777515680000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
992,tt0304141,Harry Potter and the Prisoner of Azkaban,2004,348,443236777775678000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
991,tt0241527,Harry Potter and the Sorcerer's Stone,2001,488,453576777677778000000000000000000000000000000000000000000000000000000000000000000000000000
7175,tt0422401,Hatchet,2006,,77766477774555400000000000000000
7176,tt1270835,Hatchet II,2010,,256477742525478000000000000000000000
7177,tt1870419,Hatchet III,2013,,547534401420454000000000000000000000000
4341,tt2257436,Hate Crime,2012,,7635777675567780000000000000000000000000000000000000000000000000000
2498,tt1001508,He's Just Not That Into You,2009,109,34230367455440000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6585,tt0252501,Hearts in Atlantis,2001,37,624367777634577000000000000000000000000000000000000
996,tt0113277,Heat,1995,134,7754777777777540000000000000000000000000000000000000000000000000000000000000000000
4345,tt0097493,Heathers,1988,2,3002422021006450000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6045,tt1929263,Heaven Is for Real,2014,97,77764677754757700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2505,tt0110005,Heavenly Creatures,1994,6,2522000000331140000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1001,tt0252503,Heist,2001,,7457543777777780000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
7446,tt0167190,Hellboy,2004,82,77766775477777800000000000000000000000000000000000000000000000000000
1002,tt0411477,Hellboy II: The Golden Army,2008,91,7774545775655680000000000000000000000000000000000000000000000000000000000000000000000000000000
2519,tt0093177,Hellraiser,1987,32,45544463436236400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1006,tt0104409,Hellraiser III: Hell on Earth,1992,26,441034510000002000000000000000000000000000000000000000
2524,tt0337636,Hellraiser: Deader,2005,,2434242354302240000000000000000000000000000000000000000000000
2529,tt0274546,Hellraiser: Hellseeker,2002,,334477357333577000000000000000000000000000000000000000000000000000000000000000
1010,tt0122529,Henry Fool,1997,2,13677737654627800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4351,tt1029120,Henry Poole Is Here,2008,2,33375145414343800000000000000000000000
2534,tt1220888,Henry's Crime,2010,,444355777777778000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4352,tt1798709,Her,2013,27,577744445773424000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
5521,tt0119282,Hercules,1997,187,65346761534575700000000000000000000000000000000000000000000000000000000000000000000000000000
4353,tt1212419,Hereafter,2010,36,3227777744634550000000000000000000000000000000000000000000000000
4354,tt0104412,Hero,1992,40,5343777777743350000000000000000000000000000000000000000000000000000000000000000000000000000000
2535,tt1403177,Hesher,2010,,7775417777642130000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2536,tt0146882,High Fidelity,2000,44,577777777777778000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2540,tt0091203,Highlander,1986,13,7675467762124340000000000000000000000000000000000000000000000000000000000000000000000000000000
1008,tt0144964,Highlander: Endgame,2000,20,343557777776478000000000000000000000000000000000000000000
1015,tt0032599,His Girl Friday,1940,,133672434334344000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
7780,tt0386588,Hitch,2005,241,7777621736741260000000000000000000000000000000000000000000000000
4361,tt0975645,Hitchcock,2012,6,774343434444336000000000000000000000000000000000000000000000000000000000000000000000000000000
4365,tt0311289,Holes,2003,97,7777777777771780000000000000000000000000000000000000000000000000000
2548,tt0164052,Hollow Man,2000,118,5357766446344750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
7120,tt0099785,Home Alone,1990,588,552157556475758000000
2550,tt0829193,Honeydripper,2007,,72567503434347500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8618,tt0102057,Hook,1991,247,25465264761174300000000000000000000000000000000000000000000000
4369,tt0093209,Hope and Glory,1987,22,2426022643266540000000000000000000000000000000000000000000000000000000000000000000000000000
6300,tt1528071,Horns,2013,,747677743333268000000000000000000000000000000000000000000000000000000000000000
2551,tt1499658,Horrible Bosses,2011,129,77777773433377800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8243,tt2170439,Horrible Bosses 2,2014,57,73357777777777700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1016,tt0340163,Hostage,2005,46,7777775674357650000000000000000000000000000000000000000000000000000000000000000000000000000000
8902,tt0425112,Hot Fuzz,2007,29,77777775433255600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4373,tt0787475,Hot Rod,2007,17,7644456353357780000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8157,tt0079308,Hot Stuff,1979,,777777777535776000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2558,tt1231587,Hot Tub Time Machine,2010,55,4443524375477780000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1019,tt0395169,Hotel Rwanda,2004,32,77777777777762600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1018,tt0251736,House of 1000 Corpses,2003,18,7777777777775060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
7445,tt0093223,House of Games,1987,5,2434123444466560000000000000000000000000000000000000000000000000000000
4377,tt0116573,House of the Damned,1996,,66544444664536300000000000000000000000000000000000000000000000000000000000000
7167,tt0397065,House of Wax,2005,43,2633636444636770000000
4378,tt0185371,House on Haunted Hill,1999,69,377750016654634000000000000000000000000000000000000000000000000000000000000000000000000000000
4379,tt1341188,How Do You Know,2010,33,4444323335104780000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
