story,lowercase,pos,count
07: The Sunday Following Mother's Day,back,RB,21
07: The Sunday Following Mother's Day,began,VBD,14
07: The Sunday Following Mother's Day,blood,NN,6
07: The Sunday Following Mother's Day,boy,NN,11
07: The Sunday Following Mother's Day,brother,NN,12
07: The Sunday Following Mother's Day,building,NN,6
07: The Sunday Following Mother's Day,called,VBD,7
07: The Sunday Following Mother's Day,car,NN,25
07: The Sunday Following Mother's Day,center,NN,7
07: The Sunday Following Mother's Day,child,NN,13
07: The Sunday Following Mother's Day,children,NNS,25
07: The Sunday Following Mother's Day,come,VB,6
07: The Sunday Following Mother's Day,come,VBN,9
07: The Sunday Following Mother's Day,could,MD,33
07: The Sunday Following Mother's Day,curtis,NNP,16
07: The Sunday Following Mother's Day,day,NN,35
07: The Sunday Following Mother's Day,days,NNS,6
07: The Sunday Following Mother's Day,done,VBN,6
07: The Sunday Following Mother's Day,door,NN,15
07: The Sunday Following Mother's Day,eat,VB,6
07: The Sunday Following Mother's Day,even,RB,12
07: The Sunday Following Mother's Day,ever,RB,11
07: The Sunday Following Mother's Day,every,DT,7
07: The Sunday Following Mother's Day,family,NN,8
07: The Sunday Following Mother's Day,far,RB,6
07: The Sunday Following Mother's Day,father,NN,22
07: The Sunday Following Mother's Day,find,VB,9
07: The Sunday Following Mother's Day,first,JJ,8
07: The Sunday Following Mother's Day,floor,NN,7
07: The Sunday Following Mother's Day,found,VBD,14
07: The Sunday Following Mother's Day,gave,VBD,7
07: The Sunday Following Mother's Day,get,VB,21
07: The Sunday Following Mother's Day,girl,NN,11
07: The Sunday Following Mother's Day,give,VB,8
07: The Sunday Following Mother's Day,go,VB,17
07: The Sunday Following Mother's Day,going,VBG,6
07: The Sunday Following Mother's Day,good,JJ,9
07: The Sunday Following Mother's Day,got,VBD,7
07: The Sunday Following Mother's Day,hand,NN,10
07: The Sunday Following Mother's Day,hazel,NNP,9
07: The Sunday Following Mother's Day,head,NN,6
07: The Sunday Following Mother's Day,hear,VB,8
07: The Sunday Following Mother's Day,home,NN,6
07: The Sunday Following Mother's Day,kept,VBD,6
07: The Sunday Following Mother's Day,knew,VBD,10
07: The Sunday Following Mother's Day,know,VB,6
07: The Sunday Following Mother's Day,know,VBP,6
07: The Sunday Following Mother's Day,lap,NN,8
07: The Sunday Following Mother's Day,later,RB,6
07: The Sunday Following Mother's Day,least,JJS,6
07: The Sunday Following Mother's Day,left,VBD,6
07: The Sunday Following Mother's Day,life,NN,8
07: The Sunday Following Mother's Day,like,IN,18
07: The Sunday Following Mother's Day,long,RB,7
07: The Sunday Following Mother's Day,looked,VBD,6
07: The Sunday Following Mother's Day,looking,VBG,6
07: The Sunday Following Mother's Day,lorton,NNP,9
07: The Sunday Following Mother's Day,maddie,NNP,60
07: The Sunday Following Mother's Day,made,VBD,6
07: The Sunday Following Mother's Day,madeleine,NNP,70
07: The Sunday Following Mother's Day,man,NN,32
07: The Sunday Following Mother's Day,men,NNS,6
07: The Sunday Following Mother's Day,morning,NN,8
07: The Sunday Following Mother's Day,mother,NN,18
07: The Sunday Following Mother's Day,much,JJ,6
07: The Sunday Following Mother's Day,never,RB,19
07: The Sunday Following Mother's Day,night,NN,10
07: The Sunday Following Mother's Day,nothing,NN,6
07: The Sunday Following Mother's Day,oh,UH,8
07: The Sunday Following Mother's Day,one,CD,30
07: The Sunday Following Mother's Day,opened,VBD,6
07: The Sunday Following Mother's Day,people,NNS,22
07: The Sunday Following Mother's Day,pitcher,NN,6
07: The Sunday Following Mother's Day,place,NN,11
07: The Sunday Following Mother's Day,pookie,NNP,21
07: The Sunday Following Mother's Day,remember,VB,7
07: The Sunday Following Mother's Day,retarded,VBN,6
07: The Sunday Following Mother's Day,returned,VBD,9
07: The Sunday Following Mother's Day,right,RB,6
07: The Sunday Following Mother's Day,room,NN,15
07: The Sunday Following Mother's Day,said,VBD,80
07: The Sunday Following Mother's Day,sam,NNP,34
07: The Sunday Following Mother's Day,samuel,NNP,41
07: The Sunday Following Mother's Day,saw,VBD,7
07: The Sunday Following Mother's Day,say,VB,17
07: The Sunday Following Mother's Day,see,VB,15
07: The Sunday Following Mother's Day,seen,VBN,7
07: The Sunday Following Mother's Day,sit,VB,7
07: The Sunday Following Mother's Day,small,JJ,6
07: The Sunday Following Mother's Day,someone,NN,6
07: The Sunday Following Mother's Day,something,NN,14
07: The Sunday Following Mother's Day,son,NN,11
07: The Sunday Following Mother's Day,still,RB,7
07: The Sunday Following Mother's Day,street,NNP,7
07: The Sunday Following Mother's Day,sunday,NNP,7
07: The Sunday Following Mother's Day,take,VB,8
07: The Sunday Following Mother's Day,talk,VB,6
07: The Sunday Following Mother's Day,telephone,NN,6
07: The Sunday Following Mother's Day,tell,VB,10
07: The Sunday Following Mother's Day,things,NNS,6
07: The Sunday Following Mother's Day,three,CD,9
07: The Sunday Following Mother's Day,time,NN,29
07: The Sunday Following Mother's Day,times,NNS,7
07: The Sunday Following Mother's Day,told,VBD,18
07: The Sunday Following Mother's Day,took,VBD,17
07: The Sunday Following Mother's Day,two,CD,14
07: The Sunday Following Mother's Day,us,PRP,7
07: The Sunday Following Mother's Day,visit,NN,6
07: The Sunday Following Mother's Day,wanted,VBD,8
07: The Sunday Following Mother's Day,washington,NNP,11
07: The Sunday Following Mother's Day,way,NN,13
07: The Sunday Following Mother's Day,weeks,NNS,7
07: The Sunday Following Mother's Day,went,VBD,9
07: The Sunday Following Mother's Day,wheelchair,NN,6
07: The Sunday Following Mother's Day,williams,NNP,12
07: The Sunday Following Mother's Day,window,NN,6
07: The Sunday Following Mother's Day,without,IN,9
07: The Sunday Following Mother's Day,wo,MD,7
07: The Sunday Following Mother's Day,woman,NN,21
07: The Sunday Following Mother's Day,word,NN,8
07: The Sunday Following Mother's Day,world,NN,17
07: The Sunday Following Mother's Day,would,MD,71
07: The Sunday Following Mother's Day,year,NN,6
07: The Sunday Following Mother's Day,years,NNS,16
08: Lost in the City,back,RB,7
08: Lost in the City,bed,NN,7
08: Lost in the City,cab,NN,12
08: Lost in the City,could,MD,8
08: Lost in the City,day,NN,11
08: Lost in the City,door,NN,7
08: Lost in the City,driver,NN,8
08: Lost in the City,father,NN,6
08: Lost in the City,first,JJ,7
08: Lost in the City,georgia,NNP,19
08: Lost in the City,get,VB,11
08: Lost in the City,go,VB,9
08: Lost in the City,house,NN,7
08: Lost in the City,knew,VBD,7
08: Lost in the City,know,VB,11
08: Lost in the City,lydia,NNP,32
08: Lost in the City,man,NN,14
08: Lost in the City,mother,NN,44
08: Lost in the City,name,NN,7
08: Lost in the City,night,NN,9
08: Lost in the City,old,JJ,10
08: Lost in the City,one,CD,12
08: Lost in the City,right,RB,7
08: Lost in the City,room,NN,8
08: Lost in the City,said,VBD,35
08: Lost in the City,said,VBN,11
08: Lost in the City,sorry,JJ,8
08: Lost in the City,thought,VBD,13
08: Lost in the City,three,CD,6
08: Lost in the City,time,NN,7
08: Lost in the City,told,VBD,7
08: Lost in the City,town,NN,6
08: Lost in the City,turned,VBD,8
08: Lost in the City,two,CD,9
08: Lost in the City,washington,NNP,7
08: Lost in the City,way,NN,7
08: Lost in the City,woman,NN,7
08: Lost in the City,would,MD,15
08: Lost in the City,yes,UH,8
09: His Mother's House,across,IN,12
09: His Mother's House,adam,NNP,11
09: His Mother's House,ai,VBP,10
09: His Mother's House,another,DT,9
09: His Mother's House,apartment,NN,6
09: His Mother's House,around,IN,10
09: His Mother's House,away,RB,11
09: His Mother's House,baby,NN,8
09: His Mother's House,back,RB,23
09: His Mother's House,basement,NN,7
09: His Mother's House,bed,NN,11
09: His Mother's House,beer,NN,8
09: His Mother's House,began,VBD,11
09: His Mother's House,big,JJ,10
09: His Mother's House,bought,VBD,7
09: His Mother's House,boy,NN,30
09: His Mother's House,ca,MD,6
09: His Mother's House,called,VBD,6
09: His Mother's House,came,VBD,15
09: His Mother's House,car,NN,9
09: His Mother's House,child,NN,6
09: His Mother's House,children,NNS,16
09: His Mother's House,chuck,NNP,8
09: His Mother's House,clovis,NNP,8
09: His Mother's House,coffee,NN,11
09: His Mother's House,come,VB,20
09: His Mother's House,continued,VBD,7
09: His Mother's House,corner,NN,7
09: His Mother's House,couch,NN,6
09: His Mother's House,could,MD,24
09: His Mother's House,day,NN,15
09: His Mother's House,days,NNS,6
09: His Mother's House,door,NN,19
09: His Mother's House,even,RB,7
09: His Mother's House,ever,RB,10
09: His Mother's House,every,DT,6
09: His Mother's House,family,NN,10
09: His Mother's House,find,VB,6
09: His Mother's House,floor,NN,8
09: His Mother's House,front,NN,7
09: His Mother's House,garden,NN,6
09: His Mother's House,get,VB,13
09: His Mother's House,give,VB,11
09: His Mother's House,glass,NN,7
09: His Mother's House,go,VB,6
09: His Mother's House,god,NNP,8
09: His Mother's House,gon,VBG,8
09: His Mother's House,gone,VBN,9
09: His Mother's House,good,JJ,8
09: His Mother's House,got,VBD,25
09: His Mother's House,hand,NN,15
09: His Mother's House,head,NN,12
09: His Mother's House,home,NN,8
09: His Mother's House,house,NN,33
09: His Mother's House,humphrey,NNP,33
09: His Mother's House,joyce,NNP,84
09: His Mother's House,kept,VBD,6
09: His Mother's House,kids,NNS,6
09: His Mother's House,knew,VBD,6
09: His Mother's House,know,VB,10
09: His Mother's House,know,VBP,13
09: His Mother's House,last,JJ,8
09: His Mother's House,left,VBD,6
09: His Mother's House,let,VB,8
09: His Mother's House,life,NN,7
09: His Mother's House,like,IN,32
09: His Mother's House,little,JJ,12
09: His Mother's House,look,VB,6
09: His Mother's House,looked,VBD,11
09: His Mother's House,made,VBD,6
09: His Mother's House,make,VB,9
09: His Mother's House,mama,NN,23
09: His Mother's House,man,NN,21
09: His Mother's House,might,MD,6
09: His Mother's House,money,NN,25
09: His Mother's House,morning,NN,6
09: His Mother's House,mother,NN,35
09: His Mother's House,mouth,NN,7
09: His Mother's House,moved,VBD,8
09: His Mother's House,much,JJ,6
09: His Mother's House,na,TO,11
09: His Mother's House,near,IN,6
09: His Mother's House,never,RB,9
09: His Mother's House,new,JJ,14
09: His Mother's House,next,JJ,11
09: His Mother's House,night,NN,6
09: His Mother's House,nobody,NN,6
09: His Mother's House,oh,UH,6
09: His Mother's House,old,JJ,17
09: His Mother's House,one,CD,48
09: His Mother's House,opened,VBD,8
09: His Mother's House,pearl,NNP,22
09: His Mother's House,people,NNS,8
09: His Mother's House,picture,NN,7
09: His Mother's House,pictures,NNS,12
09: His Mother's House,place,NN,11
09: His Mother's House,put,VBD,12
09: His Mother's House,remember,VB,8
09: His Mother's House,rickey,NNP,64
09: His Mother's House,right,NN,6
09: His Mother's House,right,RB,12
09: His Mother's House,room,NN,12
09: His Mother's House,said,VBD,93
09: His Mother's House,sandy,NNP,18
09: His Mother's House,santiago,NNP,54
09: His Mother's House,sat,VBD,11
09: His Mother's House,saw,VBD,15
09: His Mother's House,see,VB,15
09: His Mother's House,seen,VBN,7
09: His Mother's House,shit,NN,6
09: His Mother's House,shoes,NNS,10
09: His Mother's House,shook,VBD,9
09: His Mother's House,sitting,VBG,6
09: His Mother's House,small,JJ,6
09: His Mother's House,smokey,NNP,16
09: His Mother's House,somethin,NN,11
09: His Mother's House,something,NN,9
09: His Mother's House,son,NN,10
09: His Mother's House,started,VBD,6
09: His Mother's House,stay,VB,6
09: His Mother's House,still,RB,10
09: His Mother's House,stood,VBD,6
09: His Mother's House,street,NN,17
09: His Mother's House,street,NNP,10
09: His Mother's House,stuff,NN,7
09: His Mother's House,table,NN,29
09: His Mother's House,take,VB,13
09: His Mother's House,taken,VBN,8
09: His Mother's House,taylor,NNP,7
09: His Mother's House,telephone,NN,7
09: His Mother's House,tell,VB,15
09: His Mother's House,ten,CD,6
09: His Mother's House,tennis,NN,8
09: His Mother's House,thing,NN,11
09: His Mother's House,things,NNS,6
09: His Mother's House,think,VBP,6
09: His Mother's House,thought,VBD,11
09: His Mother's House,three,CD,15
09: His Mother's House,time,NN,16
09: His Mother's House,told,VBD,31
09: His Mother's House,took,VBD,17
09: His Mother's House,turned,VBD,12
09: His Mother's House,two,CD,15
09: His Mother's House,want,VB,6
09: His Mother's House,want,VBP,8
09: His Mother's House,way,NN,17
09: His Mother's House,week,NN,10
09: His Mother's House,went,VBD,11
09: His Mother's House,white,JJ,6
09: His Mother's House,whole,JJ,8
09: His Mother's House,without,IN,7
09: His Mother's House,woman,NN,35
09: His Mother's House,world,NN,12
09: His Mother's House,would,MD,49
09: His Mother's House,years,NNS,12
10: A Butterfly on F Street,back,RB,8
10: A Butterfly on F Street,butterfly,NN,6
10: A Butterfly on F Street,day,NN,8
10: A Butterfly on F Street,mansfield,NNP,6
10: A Butterfly on F Street,mildred,NNP,27
10: A Butterfly on F Street,next,JJ,6
10: A Butterfly on F Street,said,VBD,13
10: A Butterfly on F Street,say,VB,8
10: A Butterfly on F Street,son,NN,6
10: A Butterfly on F Street,street,NN,9
10: A Butterfly on F Street,woman,NN,29
10: A Butterfly on F Street,would,MD,8
11: Gospel,ai,VBP,8
11: Gospel,along,IN,7
11: Gospel,anita,NNP,25
11: Gospel,arm,NN,6
11: Gospel,asked,VBD,9
11: Gospel,away,RB,9
11: Gospel,back,RB,17
11: Gospel,beside,IN,6
11: Gospel,boy,NN,11
11: Gospel,bring,VB,6
11: Gospel,came,VBD,17
11: Gospel,car,NN,17
11: Gospel,church,NN,24
11: Gospel,come,VB,8
11: Gospel,corner,NN,7
11: Gospel,could,MD,39
11: Gospel,counsel,NNP,12
11: Gospel,day,NN,13
11: Gospel,diane,NNP,42
11: Gospel,done,VBN,6
11: Gospel,door,NN,9
11: Gospel,empty,JJ,6
11: Gospel,father,NN,7
11: Gospel,find,VB,7
11: Gospel,first,JJ,10
11: Gospel,four,CD,13
11: Gospel,get,VB,13
11: Gospel,glass,NN,6
11: Gospel,go,VB,10
11: Gospel,god,NNP,14
11: Gospel,gon,VBG,7
11: Gospel,good,JJ,7
11: Gospel,gospel,NN,8
11: Gospel,gospelteers,NNP,12
11: Gospel,got,VBD,15
11: Gospel,group,NN,26
11: Gospel,hall,NN,7
11: Gospel,head,NN,8
11: Gospel,hear,VB,6
11: Gospel,home,NN,11
11: Gospel,house,NNP,12
11: Gospel,husband,NN,10
11: Gospel,jesse,NNP,10
11: Gospel,jesus,NNP,7
11: Gospel,knew,VBD,6
11: Gospel,life,NN,7
11: Gospel,like,IN,10
11: Gospel,little,JJ,9
11: Gospel,long,JJ,6
11: Gospel,looked,VBD,8
11: Gospel,lord,NNP,6
11: Gospel,mae,NNP,15
11: Gospel,make,VB,8
11: Gospel,man,NN,31
11: Gospel,maude,NNP,32
11: Gospel,members,NNS,8
11: Gospel,men,NNS,8
11: Gospel,mirror,NN,6
11: Gospel,morning,NN,7
11: Gospel,na,TO,8
11: Gospel,never,RB,6
11: Gospel,night,NN,6
11: Gospel,oh,UH,10
11: Gospel,old,JJ,18
11: Gospel,one,CD,28
11: Gospel,part,NN,6
11: Gospel,pastor,NN,7
11: Gospel,people,NNS,18
11: Gospel,piano,NN,6
11: Gospel,place,NN,8
11: Gospel,program,NN,9
11: Gospel,ralph,NNP,8
11: Gospel,reverend,NNP,16
11: Gospel,river,NN,7
11: Gospel,room,NN,6
11: Gospel,said,VBD,76
11: Gospel,sang,VBD,6
11: Gospel,sat,VBD,6
11: Gospel,saunders,NNP,11
11: Gospel,say,VB,8
11: Gospel,second,JJ,6
11: Gospel,see,VB,17
11: Gospel,sing,VB,15
11: Gospel,small,JJ,7
11: Gospel,snow,NN,9
11: Gospel,son,NN,7
11: Gospel,still,RB,13
11: Gospel,street,NN,11
11: Gospel,sunday,NNP,12
11: Gospel,table,NN,6
11: Gospel,take,VB,7
11: Gospel,tell,VB,11
11: Gospel,think,VB,7
11: Gospel,though,IN,7
11: Gospel,thought,VBD,7
11: Gospel,three,CD,7
11: Gospel,time,NN,26
11: Gospel,told,VBD,10
11: Gospel,took,VBD,13
11: Gospel,turned,VBD,8
11: Gospel,two,CD,15
11: Gospel,vi,NNP,8
11: Gospel,vivian,NNP,68
11: Gospel,voice,NN,6
11: Gospel,watched,VBD,7
11: Gospel,watchers,NNPS,6
11: Gospel,way,NN,10
11: Gospel,went,VBD,14
11: Gospel,wife,NN,11
11: Gospel,woman,NN,10
11: Gospel,women,NNS,31
11: Gospel,words,NNS,11
11: Gospel,world,NN,12
11: Gospel,would,MD,42
11: Gospel,years,NNS,8
11: Gospel,young,JJ,11
12: A New Man,ai,VBP,7
12: A New Man,apartment,NN,7
12: A New Man,asked,VBD,6
12: A New Man,away,RB,7
12: A New Man,back,RB,11
12: A New Man,began,VBD,7
12: A New Man,behind,IN,6
12: A New Man,boy,NN,10
12: A New Man,boys,NNS,11
12: A New Man,came,VBD,6
12: A New Man,chair,NN,8
12: A New Man,child,NN,7
12: A New Man,children,NNS,7
12: A New Man,come,VB,6
12: A New Man,couch,NN,8
12: A New Man,could,MD,23
12: A New Man,cunningham,NNP,7
12: A New Man,daughter,NN,16
12: A New Man,day,NN,7
12: A New Man,door,NN,8
12: A New Man,elaine,NNP,9
12: A New Man,even,RB,16
12: A New Man,everything,NN,6
12: A New Man,eyes,NNS,8
12: A New Man,father,NN,22
12: A New Man,five,CD,6
12: A New Man,found,VBD,6
12: A New Man,friends,NNS,9
12: A New Man,get,VB,8
12: A New Man,girl,NN,7
12: A New Man,go,VB,8
12: A New Man,god,NNP,7
12: A New Man,got,VBD,6
12: A New Man,hand,NN,8
12: A New Man,happened,VBD,7
12: A New Man,heart,NN,6
12: A New Man,home,NN,10
12: A New Man,house,NN,6
12: A New Man,like,IN,9
12: A New Man,looked,VBD,9
12: A New Man,man,NN,26
12: A New Man,men,NNS,6
12: A New Man,missing,VBG,6
12: A New Man,months,NNS,7
12: A New Man,mother,NN,8
12: A New Man,never,RB,9
12: A New Man,nothing,NN,7
12: A New Man,old,JJ,16
12: A New Man,one,CD,21
12: A New Man,picture,NN,8
12: A New Man,place,NN,10
12: A New Man,put,VBD,10
12: A New Man,read,VB,7
12: A New Man,rita,NNP,22
12: A New Man,said,VBD,31
12: A New Man,sat,VBD,7
12: A New Man,say,VB,8
12: A New Man,see,VB,9
12: A New Man,small,JJ,6
12: A New Man,something,NN,6
12: A New Man,standing,VBG,6
12: A New Man,stood,VBD,7
12: A New Man,table,NN,8
12: A New Man,tell,VB,7
12: A New Man,three,CD,6
12: A New Man,time,NN,9
12: A New Man,told,VBD,11
12: A New Man,took,VBD,11
12: A New Man,two,CD,7
12: A New Man,wanted,VBD,6
12: A New Man,way,NN,6
12: A New Man,went,VBD,11
12: A New Man,wife,NN,6
12: A New Man,woman,NN,10
12: A New Man,woodrow,NNP,57
12: A New Man,words,NNS,9
12: A New Man,work,NN,8
12: A New Man,would,MD,37
12: A New Man,years,NNS,6
13: A Dark Night,ai,VBP,10
13: A Dark Night,apartment,NN,6
13: A Dark Night,back,RB,6
13: A Dark Night,bad,JJ,6
13: A Dark Night,bathroom,NN,6
13: A Dark Night,beatrice,NNP,30
13: A Dark Night,began,VBD,10
13: A Dark Night,boone,NNP,7
13: A Dark Night,cane,NN,7
13: A Dark Night,carmena,NNP,20
13: A Dark Night,chair,NN,8
13: A Dark Night,company,NN,9
13: A Dark Night,corn,NN,6
13: A Dark Night,could,MD,11
13: A Dark Night,daddy,NN,13
13: A Dark Night,dark,JJ,7
13: A Dark Night,door,NN,27
13: A Dark Night,ever,RB,9
13: A Dark Night,eyes,NNS,6
13: A Dark Night,fella,NN,6
13: A Dark Night,floor,NN,9
13: A Dark Night,four,CD,6
13: A Dark Night,garrett,NNP,38
13: A Dark Night,god,NNP,6
13: A Dark Night,good,JJ,9
13: A Dark Night,got,VBD,6
13: A Dark Night,hand,NN,10
13: A Dark Night,henry,NNP,10
13: A Dark Night,joe,NNP,8
13: A Dark Night,john,NNP,10
13: A Dark Night,keepin,JJ,6
13: A Dark Night,lightning,NN,7
13: A Dark Night,like,IN,15
13: A Dark Night,little,JJ,7
13: A Dark Night,long,JJ,7
13: A Dark Night,long,RB,6
13: A Dark Night,look,VB,6
13: A Dark Night,looked,VBD,13
13: A Dark Night,lord,NNP,6
13: A Dark Night,make,VB,8
13: A Dark Night,never,RB,9
13: A Dark Night,night,NN,10
13: A Dark Night,oh,UH,6
13: A Dark Night,one,CD,22
13: A Dark Night,put,VBD,6
13: A Dark Night,rain,NN,9
13: A Dark Night,right,RB,11
13: A Dark Night,room,NN,14
13: A Dark Night,said,VBD,47
13: A Dark Night,say,VB,8
13: A Dark Night,see,VB,7
13: A Dark Night,seemed,VBD,6
13: A Dark Night,sittin,NN,9
13: A Dark Night,table,NN,8
13: A Dark Night,tell,VB,6
13: A Dark Night,thing,NN,9
13: A Dark Night,thought,VBD,7
13: A Dark Night,thunder,NN,12
13: A Dark Night,time,NN,10
13: A Dark Night,told,VBD,10
13: A Dark Night,took,VBD,8
13: A Dark Night,two,CD,7
13: A Dark Night,uncle,NN,7
13: A Dark Night,uncle,NNP,7
13: A Dark Night,us,PRP,14
13: A Dark Night,way,NN,15
13: A Dark Night,went,VBD,9
13: A Dark Night,women,NNS,10
13: A Dark Night,would,MD,21
14: Marie,always,RB,8
14: Marie,another,DT,8
14: Marie,apartment,NN,6
14: Marie,asked,VBD,10
14: Marie,back,RB,17
14: Marie,baltimore,NNP,8
14: Marie,bed,NN,6
14: Marie,began,VBD,11
14: Marie,boy,NN,9
14: Marie,bus,NN,6
14: Marie,calhoun,NNP,8
14: Marie,called,VBD,6
14: Marie,came,VBD,14
14: Marie,chair,NN,9
14: Marie,come,VB,11
14: Marie,come,VBN,6
14: Marie,could,MD,17
14: Marie,day,NN,18
14: Marie,days,NNS,10
14: Marie,dead,JJ,7
14: Marie,even,RB,9
14: Marie,ever,RB,7
14: Marie,everything,NN,8
14: Marie,first,JJ,8
14: Marie,four,CD,6
14: Marie,george,NNP,6
14: Marie,get,VB,10
14: Marie,go,VB,6
14: Marie,good,JJ,9
14: Marie,got,VBD,13
14: Marie,hand,NN,13
14: Marie,heard,VBD,8
14: Marie,hello,UH,7
14: Marie,home,NN,6
14: Marie,knew,VBD,11
14: Marie,knife,NN,9
14: Marie,know,VB,7
14: Marie,letter,NN,8
14: Marie,letters,NNS,6
14: Marie,life,NN,11
14: Marie,like,IN,15
14: Marie,long,RB,9
14: Marie,look,VB,6
14: Marie,looked,VBD,8
14: Marie,machine,NN,8
14: Marie,man,NN,32
14: Marie,marie,NNP,49
14: Marie,morning,NN,10
14: Marie,mother,NN,11
14: Marie,name,NN,7
14: Marie,never,RB,8
14: Marie,next,JJ,7
14: Marie,night,NN,6
14: Marie,old,JJ,8
14: Marie,one,CD,22
14: Marie,people,NNS,20
14: Marie,place,NN,8
14: Marie,put,VBD,6
14: Marie,receptionist,NN,10
14: Marie,right,RB,6
14: Marie,said,VBD,47
14: Marie,say,VB,10
14: Marie,security,NNP,11
14: Marie,see,VB,10
14: Marie,seemed,VBD,6
14: Marie,since,IN,6
14: Marie,smith,NNP,9
14: Marie,social,NNP,10
14: Marie,something,NN,7
14: Marie,still,RB,8
14: Marie,take,VB,7
14: Marie,telephone,NN,9
14: Marie,tell,VB,9
14: Marie,things,NNS,8
14: Marie,thought,VBD,10
14: Marie,time,NN,22
14: Marie,told,VBD,21
14: Marie,took,VBD,13
14: Marie,turned,VBD,6
14: Marie,two,CD,12
14: Marie,used,VBN,6
14: Marie,vernelle,NNP,30
14: Marie,voice,NN,8
14: Marie,want,VB,7
14: Marie,wanted,VBD,8
14: Marie,washington,NNP,10
14: Marie,way,NN,10
14: Marie,went,VBD,13
14: Marie,wilamena,NNP,20
14: Marie,wise,NNP,8
14: Marie,without,IN,6
14: Marie,woman,NN,31
14: Marie,world,NN,6
14: Marie,would,MD,36
14: Marie,years,NNS,10
14: Marie,young,JJ,8
Back Matter,city,NNP,6
Front Matter,copyright,NN,11
Front Matter,jones,NNP,6
